year,good,value,movement_type
sv,Molasses,3,EN
sv,Molasses,37,EN
sv,Negroes,4114,EN
sv,Rice,4,EN
sv,Rum,25,EN
sv,Rum,6,EN
sv,Rum,183,EN
sv,Salt,48,EN
sv,Sugar,59,EN
sv,Turpentine,76,EN
sv,Wine,294,EN
sv,,,EN
sv,Ginger,0,EN
sv,Linen,0,EN
sv,Molasses,6,EN
sv,Molasses,29,EN
sv,Molasses,7,EN
sv,Negroes,14759,EN
sv,Rice,0,EN
sv,Rum,58,EN
sv,Rum,242,EN
sv,Rum,25,EN
sv,Rum,263,EN
sv,Salt,156,EN
sv,Sugar,127,EN
sv,Sugar,69,EN
sv,Wine,631,EN
sv,,,EN
sv,Cheese,0,EN
sv,Convicts,1178,EN
sv,Molasses,3,EN
sv,Molasses,235,EN
sv,Pig iron,0,EN
sv,Pitch,15,EN
sv,Rice,0,EN
sv,Rum,118,EN
sv,Rum,720,EN
sv,Rum,45,EN
sv,Salt,36,EN
sv,Staves (barrel),10,EN
sv,Sugar,173,EN
sv,Sugar,15,EN
sv,Sugar,159,EN
sv,Tar,7,EN
sv,Tobacco,74,EN
sv,Wine,418,EN
sv,Wine,7,EN
sv,,,EN
sv,Cheese,0,EN
sv,Cotton,15,EN
sv,Molasses,81,EN
sv,Molasses,287,EN
sv,Negroes,3263,EN
sv,Pig iron,0,EN
sv,Rum,408,EN
sv,Rum,97,EN
sv,Rum,506,EN
sv,Salt,149,EN
sv,Staves (barrel),3,EN
sv,Sugar,208,EN
sv,Sugar,273,EN
sv,Sugar,303,EN
sv,Tar,19,EN
sv,Wine,67,EN
sv,Wine,7,EN
sv,Wine,521,EN
sv,,,EN
sv,Molasses,59,EN
sv,Molasses,15,EN
sv,Negroes,7789,EN
sv,Rum,203,EN
sv,Rum,948,EN
sv,Rum,128,EN
sv,Salt,192,EN
sv,Sugar,164,EN
sv,,,EN
sv,Cheese,0,EN
sv,Clayed sugar,78,EN
sv,Cotton,6,EN
sv,Molasses,10,EN
sv,Molasses,46,EN
sv,Molasses,48,EN
sv,Negroes,8640,EN
sv,Pitch,25,EN
sv,Rum,179,EN
sv,Rum,484,EN
sv,Rum,117,EN
sv,Rum,931,EN
sv,Salt,10,EN
sv,Salt,159,EN
sv,Sugar,1,EN
sv,Sugar,47,EN
sv,Sugar,252,EN
sv,Sugar,8,EN
sv,Tar,16,EN
sv,Turpentine,10,EN
sv,Wine,13,EN
sv,,,EN
sv,Cheese,0,EN
sv,Cotton,9,EN
sv,Linen,0,EN
sv,Molasses,61,EN
sv,Molasses,6,EN
sv,Molasses,37,EN
sv,Molasses,26,EN
sv,Negroes,4367,EN
sv,Rum,261,EN
sv,Rum,165,EN
sv,Rum,4,EN
sv,Rum,12,EN
sv,Rum,1997,EN
sv,Salt,0,EN
sv,Salt,345,EN
sv,Sugar,51,EN
sv,Sugar,192,EN
sv,Sugar,298,EN
sv,,,EN
sv,Molasses,18,EN
sv,Negroes,4699,EN
sv,Pitch,7,EN
sv,Pork,2,EN
sv,Rice,0,EN
sv,Rum,16,EN
sv,Rum,1308,EN
sv,Salt,515,EN
sv,Sugar,79,EN
sv,Sugar,122,EN
sv,Tar,9,EN
sv,,,EN
1738,Cheese,0,EN
1738,Molasses,136,EN
1738,Molasses,46,EN
1738,Negroes,3223,EN
1738,Rum,127,EN
1738,Rum,529,EN
1738,Salt,167,EN
1738,Sugar,51,EN
1738,Sugar,29,EN
1738,Sugar,33,EN
1738,Wine,178,EN
1738,,,EN
1739,Molasses,3,EN
1739,Molasses,57,EN
1739,Negroes,4156,EN
1739,Rum,1463,EN
1739,Rum,107,EN
1739,Rum,4,EN
1739,Rum,578,EN
1739,Salt,198,EN
1739,Sugar,20,EN
1739,Sugar,655,EN
1739,Sugar,259,EN
1739,Wine,51,EN
1739,Wine,13,EN
1739,,,EN
1740,Beeswax,0,EN
1740,Cash,8,EN
1740,Cheese,0,EN
1740,Cotton,5,EN
1740,Molasses,106,EN
1740,Negroes,3703,EN
1740,Plank,3,EN
1740,Rum,1692,EN
1740,Salt,6,EN
1740,Salt,42,EN
1740,Servants,0,EN
1740,Sugar,14,EN
1740,Sugar,14,EN
1740,Sugar,177,EN
1740,,,EN
1741,Beef,8,EN
1741,Cheese,0,EN
1741,Chocolate,0,EN
1741,Cotton,10,EN
1741,Deer Skin,0,EN
1741,Ginger,0,EN
1741,Linen,0,EN
1741,Loaf sugar,11,EN
1741,Molasses,13,EN
1741,Molasses,11,EN
1741,Negroes,400,EN
1741,Pepper,0,EN
1741,Pork,34,EN
1741,Rice,0,EN
1741,Rum,1171,EN
1741,Rum,6,EN
1741,Rum,24,EN
1741,Rum,64,EN
1741,Salt,382,EN
1741,Salt,20,EN
1741,Servants,194,EN
1741,Spirits,4,EN
1741,Sugar,194,EN
1741,Sugar,0,EN
1741,Sugar,0,EN
1741,Sugar,176,EN
1741,Tar,29,EN
1741,,,EN
1742,Beeswax,0,EN
1742,Bread,18,EN
1742,Deer Skin,0,EN
1742,Iron,104,EN
1742,Molasses,203,EN
1742,Negroes,8525,EN
1742,Peas,8,EN
1742,Pepper,0,EN
1742,Pitch,55,EN
1742,Pork,122,EN
1742,Rice,3,EN
1742,Rum,2937,EN
1742,Salt,262,EN
1742,Salt,9,EN
1742,Spirits,7,EN
1742,Sugar,77,EN
1742,Sugar,98,EN
1742,Sugar,223,EN
1742,Sugar,1,EN
1742,Sugar,14,EN
1742,Tar,2,EN
1742,,,EN
1743,Molasses,3,EN
1743,Molasses,36,EN
