year,good,value,movement_type
1749,Axes,0,EN
1749,Blankets,0,EN
1749,Bread,16,EN
1749,Bricks,0,EN
1749,Brims,0,EN
1749,Brown Sugar,185,EN
1749,Brown Sugar,17,EN
1749,Brown Sugar,34,EN
1749,Brown Sugar,13,EN
1749,Butter,0,EN
1749,Chairs,0,EN
1749,Chaises,0,EN
1749,Cheese,0,EN
1749,Cheese,0,EN
1749,Chocolate,0,EN
1749,Chocolate,0,EN
1749,Chocolate,0,EN
1749,Coffee,0,EN
1749,Coffee,0,EN
1749,Convicts,2081,EN
1749,Cranberries,0,EN
1749,Cranberries,0,EN
1749,Cyder,0,EN
1749,Deer Skins,0,EN
1749,Deer Skins raw,0,EN
1749,Deer Skins dressed,0,EN
1749,Desks,0,EN
1749,Fish,0,EN
1749,Fish,0,EN
1749,Fish,0,EN
1749,Flo Oil,0,EN
1749,Fyall wine,185,EN
1749,Glass,0,EN
1749,Gunpowder,0,EN
1749,Half Bushels,0,EN
1749,Hops,0,EN
1749,Indigo,4,EN
1749,Iron/kettleware,0,EN
1749,Limes,0,EN
1749,Loaf Sugar,54,EN
1749,Loaf Sugar,43,EN
1749,Loaf Sugar,9,EN
1749,Madeira,42,EN
1749,Madeira,25,EN
1749,Madeira,0,EN
1749,Madeira,873,EN
1749,Medicines,0,EN
1749,Molasses,25,EN
1749,Molasses,677,EN
1749,Molasses,270,EN
1749,Molasses,11,EN
1749,Muscovado Sugar,24,EN
1749,Muscovado Sugar,17,EN
1749,Muscovado Sugar,106,EN
1749,Negroes,6753,EN
1749,Osnabrig,0,EN
1749,Pails,0,EN
1749,Palatines,0,EN
1749,Pickled Fish,0,EN
1749,Pipes,0,EN
1749,Pitch,45,EN
1749,Raisins,0,EN
1749,Riding Chairs,0,EN
1749,Rum,83,EN
1749,Rum,3511,EN
1749,Rum,1177,EN
1749,Rum,66,EN
1749,Saddles and Bridles,0,EN
1749,Sails,0,EN
1749,Salt,192,EN
1749,Salt,62,EN
1749,Servants,424,EN
1749,Shoes,0,EN
1749,Shot,0,EN
1749,Sieves,0,EN
1749,Sitting Chairs,0,EN
1749,Still,0,EN
1749,Sugar,16,EN
1749,Sugar,58,EN
1749,Sugar,0,EN
1749,Sugar,133,EN
1749,Tar,208,EN
1749,Tea,0,EN
1749,Tea,0,EN
1749,Tea,0,EN
1749,Tobacco,0,EN
1749,Turpentine,25,EN
1749,Vedonia wine,8,EN
1749,Vinegar,0,EN
1749,Wine,4,EN
1750,Axes,0,EN
1750,Blubber,0,EN
1750,Bread,31,EN
1750,Bread,0,EN
1750,Bricks,0,EN
1750,Brown Sugar,265,EN
1750,Brown Sugar,0,EN
1750,Brown Sugar,250,EN
1750,Brown Sugar,43,EN
1750,Brushes,0,EN
1750,Chairs,0,EN
1750,Chaises,0,EN
1750,Cheese,0,EN
1750,Convicts,1696,EN
1750,Cyder,0,EN
1750,Desks,0,EN
1750,Dryfish,0,EN
1750,Fish,0,EN
1750,Fish,0,EN
1750,Flour,64,EN
1750,Fyall wine,122,EN
1750,Gartex,0,EN
1750,Hair sieves,0,EN
1750,Hats,0,EN
1750,Hay,0,EN
1750,Hollow ironware,0,EN
1750,Lemons,0,EN
1750,Linens British,0,EN
1750,Linens German,0,EN
1750,Liquors,0,EN
1750,Loaf Sugar,14,EN
1750,Loaf Sugar,19,EN
1750,Madeira,26,EN
1750,Madeira,9,EN
1750,Madeira,35,EN
1750,Madeira,1028,EN
1750,Molasses,84,EN
1750,Molasses,85,EN
1750,Molasses,48,EN
1750,Muscovado Sugar,0,EN
1750,Muscovado sugar,0,EN
1750,Nails,0,EN
1750,Negroes,244,EN
1750,Oats,0,EN
1750,Orna,0,EN
1750,Pickled Fish,0,EN
1750,Pipes,0,EN
1750,Pipes,0,EN
1750,Pitch,0,EN
1750,Portugal wines,0,EN
1750,Raisins,0,EN
1750,Riding Chairs,0,EN
1750,Rum,15,EN
1750,Rum,1041,EN
1750,Rum,1778,EN
1750,Rum,165,EN
1750,Rum,0,EN
1750,Salt,667,EN
1750,Salt,23,EN
1750,Servants,286,EN
