year,good,value,movement_type
1725,Beeswax,0,CL
1725,Beeswax,0,CL
1725,Corn,2172,CL
1725,Flour,11,CL
1725,Molasses,2,CL
1725,Peas,217,CL
1725,Pitch,950,CL
1725,Plank,1,CL
1725,Pork,6,CL
1725,Pork,11,CL
1725,Pork,3605,CL
1725,Rum,51,CL
1725,Salt,3,CL
1725,Skins,0,CL
1725,Skins,0,CL
1725,Skins,0,CL
1725,Skins,0,CL
1725,Staves,6,CL
1725,Staves (barrels),1,CL
1725,Tar,1480,CL
1725,Tobacco,44,CL
1725,Tobacco,9,CL
1725,Tobacco,14,CL
1725,Tobacco,75,CL
1725,Tobacco,17747,CL
1725,Wheat,664,CL
1725,Wine,17,CL
1725,Wine,17,CL
1726,Beans,9,CL
1726,Beef,6,CL
1726,Beeswax,0,CL
1726,Corn,4254,CL
1726,Deer Skins,0,CL
1726,Flour,7,CL
1726,Molasses,24,CL
1726,Molasses,10,CL
1726,Peas,205,CL
1726,Pitch,398,CL
1726,Pork,2899,CL
1726,Pork,4,CL
1726,Rum,27,CL
1726,Rum,45,CL
1726,Rum,13,CL
1726,Salt,3,CL
1726,Skins,0,CL
1726,Skins,0,CL
1726,Skins,0,CL
1726,Sugar,163,CL
1726,Sugar,200,CL
1726,Tar,3340,CL
1726,Tobacco,20905,CL
1726,Wheat,1649,CL
1726,Wine,9,CL
1727,Beef,21,CL
1727,Beeswax,0,CL
1727,Bread,6,CL
1727,Corn,4156,CL
1727,Flour,21,CL
1727,Iron,0,CL
1727,Negroes,32,CL
1727,Peas,438,CL
1727,Pimento,0,CL
1727,Pitch,208,CL
1727,Pork,8,CL
1727,Pork,5815,CL
1727,Rum,0,CL
1727,Rum,0,CL
1727,Salt,56,CL
1727,Salt,0,CL
1727,Skins,0,CL
1727,Spirits,2,CL
1727,Sugar,0,CL
1727,Tar,1480,CL
1727,Tobacco,19440,CL
1727,Turpentine,10,CL
1727,Wheat,603,CL
1727,Wine,16,CL
1727,Wine,20,CL
1730,Beans,6,CL
1730,Beef,10,CL
1730,Beef,169,CL
1730,Beeswax,0,CL
1730,Corn,3172,CL
1730,Deer Skins,0,CL
1730,Hemp,0,CL
1730,Hemp,0,CL
1730,Iron,0,CL
1730,Peas,206,CL
1730,Pitch,322,CL
1730,Plank,0,CL
1730,Pork,5333,CL
1730,Pork,0,CL
1730,Rice,0,CL
1730,Rum,5,CL
1730,Skins,0,CL
1730,Staves (barrels),3,CL
1730,Tar,2205,CL
1730,Tobacco,19284,CL
1730,Turpentine,3,CL
1730,Wheat,2407,CL
1730,Wine,180,CL
1731,Beans,9,CL
1731,Beef,597,CL
1731,Beeswax,0,CL
1731,Bread,165,CL
1731,Bread,9,CL
1731,Bread,34,CL
1731,Cheese,0,CL
1731,Corn,3677,CL
1731,Flour,85,CL
1731,Heading,1,CL
1731,Heading and staves,3,CL
1731,Iron,0,CL
1731,Peas,157,CL
1731,Pitch,203,CL
1731,Plank,6,CL
1731,Planks,0,CL
1731,Pork,17,CL
1731,Pork,9565,CL
1731,Pork,15,CL
1731,Pork,5,CL
1731,Shingles,0,CL
1731,Skins,0,CL
1731,Staves (hhds),10,CL
1731,Staves (pipes),1,CL
1731,Tar,2932,CL
1731,Tea,0,CL
1731,Tobacco,8860,CL
1731,Turpentine,38,CL
1731,Wheat,1206,CL
1731,Wine,67,CL
1733,Beans,93,CL
1733,Beef,408,CL
1733,Beeswax,0,CL
1733,Corn,2474,CL
1733,Molasses,7,CL
1733,Oats,9,CL
1733,Peas,286,CL
1733,Pig iron,0,CL
1733,Pitch,63,CL
1733,Pork,0,CL
1733,Pork,7891,CL
1733,Pork,0,CL
1733,Skins,0,CL
1733,Sugar,0,CL
1733,Sugar,0,CL
1733,Sugar,0,CL
1733,Tar,3402,CL
1733,Tobacco,5943,CL
1733,Wheat,1013,CL
1734,Beans,42,CL
1734,Beef,774,CL
1734,Beeswax,0,CL
1734,Bread,0,CL
1734,Bread,0,CL
1734,Corn,5336,CL
1734,Flour,22,CL
1734,Molasses,26,CL
1734,Oats,6,CL
1734,Peas,49,CL
1734,Pitch,113,CL
1734,Pork,9,CL
1734,Pork,14,CL
1734,Pork,13960,CL
1734,Rice,0,CL
1734,Rum,52,CL
1734,Rum,15,CL
1734,Skins,0,CL
1734,Staves (pipes),55,CL
1734,Sugar,15,CL
1734,Sugar,25,CL
1734,Tar,3068,CL
1734,Tobacco,6553,CL
1734,Turpentine,226,CL
1734,Wheat,1326,CL
1734,Wine,109,CL
1734,Wine,121,CL
1736,Beef,1250,CL
1736,Beeswax,0,CL
1736,Corn,2712,CL
1736,Deer Skin,0,CL
1736,Heading,75,CL
1736,Molasses,257,CL
1736,Oats,3,CL
1736,Peas,52,CL
1736,Pitch,45,CL
1736,Plank,5,CL
1736,Plank,1,CL
1736,Pork,5850,CL
1736,Rum,42,CL
1736,Rum,0,CL
1736,Salt,57,CL
1736,Shingles,0,CL
1736,Skins,0,CL
1736,Skins,0,CL
1736,Staves,563,CL
1736,Staves (barrels),3,CL
1736,Tar,1156,CL
1736,Tobacco,2528,CL
1736,Turpentine,225,CL
1736,Wheat,1809,CL
1736,Wine,3,CL
1736,Wine,129,CL
1737,Beans,6,CL
1737,Beef,11,CL
1737,Beeswax,0,CL
1737,Beeswax,0,CL
1737,Corn,3383,CL
1737,Deer Skins,0,CL
1737,Deer Skins,0,CL
1737,Flour,16,CL
1737,Heading,7,CL
1737,Molasses,177,CL
1737,Oats,8,CL
1737,Peas,207,CL
1737,Pitch,35,CL
1737,Plank,2,CL
1737,Planks,1,CL
1737,Pork,1,CL
1737,Pork,6467,CL
1737,Rum,162,CL
1737,Rum,5,CL
1737,Rum,62,CL
1737,Rye,2,CL
1737,Salt,89,CL
1737,Shingles,0,CL
1737,Skins,0,CL
1737,Staves,332,CL
1737,Sugar,7,CL
1737,Tar,1595,CL
1737,Tobacco,7,CL
1737,Tobacco,2856,CL
1737,Turpentine,138,CL
1737,Walnut logs,0,CL
1737,Wheat,1051,CL
1737,Wine,49,CL
1738,Beans,12,CL
1738,Beef,952,CL
1738,Beeswax,0,CL
1738,Beeswax,0,CL
1738,Beeswax,0,CL
1738,Corn,1138,CL
1738,Heading,177,CL
1738,Iron,199,CL
1738,Peas,479,CL
1738,Pitch,215,CL
1738,Plank,168,CL
1738,Plank,42,CL
1738,Pork,6335,CL
1738,Pork,28,CL
1738,Rum,100,CL
1738,Rum,21,CL
1738,Salt,25,CL
1738,Salt,0,CL
1738,Shingles,0,CL
1738,Staves,1134,CL
1738,Sugar,6,CL
1738,Sugar,11,CL
1738,Tar,2784,CL
1738,Tobacco,4456,CL
1738,Tobacco,1,CL
1738,Turpentine,123,CL
1738,Wheat,0,CL
1738,Wheat,2081,CL
1738,Wine,1742,CL
1738,Wine,7,CL
1739,Beef,522,CL
1739,Beeswax,0,CL
1739,Beeswax,0,CL
1739,Bread,0,CL
1739,Corn,1886,CL
1739,Flour,57,CL
1739,Furs,0,CL
1739,Heading,47,CL
1739,Hoops,0,CL
1739,Iron,9,CL
1739,Peas,48,CL
1739,Pitch,77,CL
1739,Plank,4,CL
1739,Plank,1,CL
1739,Planks,5,CL
1739,Pork,6475,CL
1739,Potatoes,0,CL
1739,Rum,13,CL
1739,Rum,7,CL
1739,Salt,53,CL
1739,Shingles,0,CL
1739,Skins,0,CL
1739,Skins,0,CL
1739,Skins,0,CL
1739,Spirits,2,CL
1739,Staves,255,CL
1739,Tar,1766,CL
1739,Tobacco,4657,CL
1739,Turpentine,77,CL
1739,Walnut logs,0,CL
1739,Wheat,1475,CL
1739,Wine,13,CL
1739,Wine,3,CL
1740,Beef,256,CL
1740,Beeswax,0,CL
1740,Beeswax,0,CL
1740,Bread,27,CL
1740,Chocolate,0,CL
1740,Corn,2376,CL
1740,Deer Skins,0,CL
1740,Flour,47,CL
1740,Heading,281,CL
1740,Hoops,0,CL
1740,Molasses,59,CL
1740,Negroes,133,CL
1740,Oats,16,CL
1740,Peas,36,CL
1740,Pitch,276,CL
1740,Plank,0,CL
1740,Plank,0,CL
1740,Planks,1,CL
1740,Pork,6,CL
1740,Pork,3,CL
1740,Pork,1,CL
1740,Pork,47,CL
1740,Pork,16092,CL
1740,Rum,40,CL
1740,Rum,61,CL
1740,Rum,15,CL
1740,Salt,83,CL
1740,Shingles,0,CL
1740,Skins,0,CL
1740,Staves,348,CL
1740,Sugar,31,CL
1740,Tar,4087,CL
1740,Tobacco,3860,CL
1740,Turpentine,40,CL
1740,Walnut logs,0,CL
1740,Wheat,3966,CL
1740,Wine,12,CL
1740,Wine,36,CL
1741,Beef,1313,CL
1741,Beeswax,0,CL
1741,Bread,59,CL
1741,Bread,40,CL
1741,Cheese,0,CL
1741,Corn,6641,CL
1741,Deer Skins,0,CL
1741,Deer Skins,0,CL
1741,Flour,29,CL
1741,Heading,97,CL
1741,Negroes,80,CL
1741,Oats,92,CL
1741,Peas,70,CL
1741,Pitch,220,CL
1741,Plank,4,CL
1741,Plank,0,CL
1741,Plank,38,CL
1741,Planks,2,CL
1741,Pork,18,CL
1741,Pork,38,CL
1741,Pork,18144,CL
1741,Pork,1,CL
1741,Potatoes,0,CL
1741,Rice,0,CL
1741,Salt,12,CL
1741,Shingles,0,CL
1741,Skins,0,CL
1741,Skins,0,CL
1741,Staves,506,CL
1741,Tar,3381,CL
1741,Tobacco,5677,CL
1741,Turpentine,83,CL
1741,Wheat,1012,CL
1741,Wine,164,CL
1742,Beans,0,CL
1742,Beef,932,CL
1742,Beeswax,0,CL
1742,Bread,0,CL
1742,Bread,64,CL
1742,Bread,4,CL
1742,Corn,4493,CL
1742,Deer Skins,0,CL
1742,Deer Skins,0,CL
1742,Heading,90,CL
1742,Hoops,0,CL
1742,Iron,29,CL
1742,Oats,0,CL
1742,Peas,215,CL
1742,Pitch,256,CL
1742,Plank,17,CL
1742,Plank,35,CL
1742,Planks,0,CL
1742,Pork,8373,CL
1742,Pork,5,CL
1742,Pork,5,CL
