year,good,value,movement_type
1725,Corn,649,CL
1725,Peas,8,CL
1725,Pitch,1731,CL
1725,Plank,15,CL
1725,Skins,0,CL
1725,Staves,33,CL
1725,Staves (barrels),30,CL
1725,Staves (hhds),53,CL
1725,Staves (pipes),113,CL
1725,Tar,18,CL
1725,Tobacco,33,CL
1725,Tobacco,67054,CL
1725,Wheat,83,CL
1725,,,CL
1726,Corn,343,CL
1726,Deer Skins,0,CL
1726,Deer Skins,0,CL
1726,Deer Skins,0,CL
1726,Iron,0,CL
1726,Peas,149,CL
1726,Plank,2,CL
1726,Rum,12,CL
1726,Staves (barrels),20,CL
1726,Staves (hhds),63,CL
1726,Staves (pipes),172,CL
1726,Tar,108,CL
1726,Tobacco,19,CL
1726,Tobacco,49844,CL
1726,Tobacco,12,CL
1726,Wine,0,CL
1726,,,CL
1730,Beans,9,CL
1730,Beef,197,CL
1730,Bread,44,CL
1730,Bread,134,CL
1730,Corn and peas,1322,CL
1730,Deer Skin,0,CL
1730,Deer Skins,0,CL
1730,Flour,558,CL
1730,Heading,2,CL
1730,Headings and staves,6,CL
1730,Iron,0,CL
1730,Linen,0,CL
1730,Oats,22,CL
1730,Pitch,35,CL
1730,Plank,0,CL
1730,Pork,21,CL
1730,Pork,563,CL
1730,Rum,20,CL
1730,Rum,9,CL
1730,Rum,12,CL
1730,Salt,2,CL
1730,Shingles,0,CL
1730,Shingles,0,CL
1730,Skins,0,CL
1730,Skins,0,CL
1730,Staves (barrels),39,CL
1730,Staves (hhds),110,CL
1730,Staves (pipes),72,CL
1730,Tar,31,CL
1730,Tobacco,5,CL
1730,Tobacco,39121,CL
1730,Tobacco,2,CL
1730,Turpentine,87,CL
1730,Wax,0,CL
1730,Wheat,717,CL
1730,Wine,40,CL
1730,Wine,20,CL
1730,,,CL
1732,Bread,5,CL
1732,Corn,519,CL
1732,Corn and peas,359,CL
1732,Deer Skin,0,CL
1732,Deer Skin,0,CL
1732,Deer Skins,0,CL
1732,Flour,2,CL
1732,Furs and skins,0,CL
1732,Furs and skins,0,CL
1732,Heading,0,CL
1732,Iron,0,CL
1732,Iron,0,CL
1732,Iron,0,CL
1732,Peas,5,CL
1732,Peas,4,CL
1732,Pitch,52,CL
1732,Plank,3,CL
1732,Pork,8,CL
1732,Pork,568,CL
1732,Pork,3,CL
1732,Rum,16,CL
1732,Shingles,0,CL
1732,Staves (barrels),52,CL
1732,Staves (hhds),146,CL
1732,Staves (pipes),184,CL
1732,Tar,366,CL
1732,Tobacco,39331,CL
1732,Wax,0,CL
1732,Wheat,342,CL
1732,Wine,229,CL
1732,Wine,6,CL
1732,,,CL
1733,Corn,895,CL
1733,Deer Skins,0,CL
1733,Furs and skins,0,CL
1733,Heading,1,CL
1733,Heading,0,CL
1733,Iron,0,CL
1733,Iron,0,CL
1733,Peas,87,CL
1733,Pitch and turpentine,26,CL
1733,Plank,2,CL
1733,Plank,4,CL
1733,Plank,3,CL
1733,Planks,1,CL
1733,Pork,40,CL
1733,Pork,0,CL
1733,Pork,242,CL
1733,Rum,14,CL
1733,Rum,13,CL
1733,Rum,18,CL
1733,Skins,0,CL
1733,Staves,181,CL
1733,Staves (barrel),58,CL
1733,Staves (barrels),5,CL
1733,Staves (barrels),6,CL
1733,Staves (hhds),15,CL
1733,Staves (hhds),45,CL
1733,Staves (pipes),14,CL
1733,Staves (pipes),48,CL
1733,Tar,646,CL
1733,Tobacco,39287,CL
1733,Wax,0,CL
1733,Wax,0,CL
1733,Wheat,171,CL
1733,Wine,246,CL
1733,Wine,6,CL
1733,,,CL
1735,Beans,1,CL
1735,Beef,18,CL
1735,Corn,657,CL
1735,Corn and peas,570,CL
1735,Deer Skin,0,CL
1735,Deer Skins,0,CL
1735,Heading,1,CL
1735,Iron,0,CL
1735,Iron,0,CL
1735,Lumber,0,CL
1735,Peas,26,CL
1735,Plank,0,CL
1735,Plank,3,CL
1735,Pork,367,CL
1735,Rum,26,CL
1735,Rum,395,CL
1735,Rum,30,CL
1735,Salt,1,CL
1735,Shingles,0,CL
1735,Shingles,0,CL
1735,Skins,0,CL
1735,Staves,9,CL
1735,Staves,7,CL
1735,Staves,112,CL
1735,Staves (barrels),10,CL
1735,Staves (barrels),10,CL
1735,Staves (hhds),23,CL
1735,Staves (hhds),27,CL
1735,Staves (pipes),40,CL
1735,Staves (pipes),82,CL
1735,Sugar,151,CL
1735,Tar,232,CL
1735,Tobacco,41819,CL
1735,Turpentine,20,CL
1735,Wax,0,CL
1735,Wax,0,CL
1735,Wax,0,CL
1735,Wax,0,CL
1735,Wheat,355,CL
1735,Wine,207,CL
1735,Wine,149,CL
1735,,,CL
1736,Beans,1,CL
1736,Bread,3,CL
1736,Corn,1012,CL
1736,Deer Skins,0,CL
1736,Deer Skins,0,CL
1736,Heading,0,CL
1736,Heading,3,CL
1736,Iron,0,CL
1736,Iron,0,CL
1736,Peas,39,CL
1736,Plank,4,CL
1736,Plank,2,CL
1736,Plank,15,CL
1736,Pork,222,CL
1736,Rum,30,CL
1736,Shingles,0,CL
1736,Staves,10,CL
1736,Staves,328,CL
1736,Staves (pipes),5,CL
1736,Tar,142,CL
1736,Tobacco,32519,CL
1736,Walnut logs,0,CL
1736,Wax,0,CL
1736,Wheat,3,CL
1736,Wine,26,CL
1736,,,CL
1737,Beans,1,CL
1737,Beef,53,CL
1737,Bread,24,CL
1737,Corn,1037,CL
1737,Deer Skin,0,CL
1737,Deer Skins,0,CL
1737,Deer Skins,0,CL
1737,Deer Skins,0,CL
1737,Deer Skins,0,CL
1737,Deer skins (raw),0,CL
1737,Flour,31,CL
1737,Heading,2,CL
1737,Iron,0,CL
1737,Negroes,56,CL
1737,Peas,162,CL
1737,Plank,11,CL
1737,Pork,90,CL
1737,Salt,5,CL
1737,Shingles,0,CL
1737,Skins,0,CL
1737,Skins,0,CL
1737,Staves,447,CL
1737,Tobacco,56778,CL
1737,Turpentine,19,CL
1737,Wheat,20,CL
1737,Wine,196,CL
1737,,,CL
1738,Beans,5,CL
1738,Bread,93,CL
1738,Corn,136,CL
1738,Deer Skins,0,CL
1738,Flour,72,CL
1738,Heading,6,CL
1738,Heading,9,CL
1738,Iron,0,CL
1738,Iron,2238,CL
1738,Peas,376,CL
1738,Plank,0,CL
1738,Plank,35,CL
1738,Plank,1,CL
1738,Planks,1,CL
1738,Pork,215,CL
1738,Rum,5,CL
1738,Shingles,0,CL
1738,Skins,0,CL
1738,Skins,0,CL
1738,Skins,0,CL
1738,Staves,404,CL
1738,Tobacco,47516,CL
1738,Tobacco,7,CL
1738,Wax,0,CL
1738,Wax,0,CL
1738,Wax,0,CL
1738,Wax,0,CL
1738,Wheat,23,CL
1738,Wine,7,CL
1738,Wine,7,CL
1738,,,CL
1739,Beans,0,CL
1739,Beef,2,CL
1739,Bread,14,CL
1739,Corn,559,CL
1739,Deer Skins,0,CL
1739,Deer Skins,0,CL
1739,Deer Skins,0,CL
1739,Hemp,0,CL
1739,Iron,3677,CL
1739,Negroes,53,CL
1739,Peas,31,CL
1739,Plank,0,CL
