year,good,value,movement_type
1760,Peas,47,CL
1760,Plank,0,CL
1760,Plank,14,CL
1760,Pork,9,CL
1760,Pork,103,CL
1760,Potatoes,0,CL
1760,Shingles,0,CL
1760,Staves,202,CL
1760,Staves (barrels),17,CL
1760,Tobacco,84,CL
1760,Wax,0,CL
1760,Wheat,822,CL
1761,Beans,3,CL
1761,Beans,0,CL
1761,Beef,5,CL
1761,Corn,3249,CL
1761,Flaxseed,0,CL
1761,Flaxseed,0,CL
1761,Flaxseed,0,CL
1761,Flaxseed,119,CL
1761,Flaxseed,0,CL
1761,Oats,1110,CL
1761,Peas,0,CL
1761,Peas,18,CL
1761,Plank,8,CL
1761,Pork,398,CL
1761,Potatoes,0,CL
1761,Rum,7,CL
1761,Rum,131,CL
1761,Rum,36,CL
1761,Rye,1,CL
1761,Staves,3,CL
1761,Staves (barrels),74,CL
1761,Staves (hhds),50,CL
1761,Staves (pipes),31,CL
1761,Tobacco,21,CL
1761,Wheat,316,CL
1761,Wine,0,CL
1762,Beans,2,CL
1762,Corn,8706,CL
1762,Flaxseed,0,CL
1762,Flaxseed,293,CL
1762,Flaxseed,0,CL
1762,Flaxseed,0,CL
1762,Flour,9,CL
1762,Hoops,0,CL
1762,Iron,7,CL
1762,Oats,3376,CL
1762,Peas,36,CL
1762,Plank,18,CL
1762,Pork,22,CL
1762,Pork,7,CL
1762,Pork,247,CL
1762,Potatoes,0,CL
1762,Rice,0,CL
1762,Rye,10,CL
1762,Shingles,0,CL
1762,Staves,76,CL
1762,Staves (barrels),63,CL
1762,Staves (hhds),46,CL
1762,Tobacco,2,CL
1762,Wheat,564,CL
1765,Beans,2,CL
1765,Bread,31,CL
1765,Chocolate,0,CL
1765,Coffee,0,CL
1765,Corn,7017,CL
1765,Cotton,6,CL
1765,Flaxseed,0,CL
1765,Flaxseed,0,CL
1765,Flaxseed,0,CL
1765,Flaxseed,0,CL
1765,Flaxseed,47,CL
1765,Flour,52,CL
1765,Heading,8,CL
1765,Loaf sugar,14,CL
1765,Molasses,241,CL
1765,Molasses,16,CL
1765,Molasses,4506,CL
1765,Oats,4096,CL
1765,Peas,31,CL
1765,Plank,4,CL
1765,Pork,15,CL
1765,Pork,146,CL
1765,Potatoes,0,CL
1765,Rum,2,CL
1765,Rye,0,CL
1765,Salt,121,CL
1765,Shingles,0,CL
1765,Shingles,0,CL
1765,Ship bread,1,CL
1765,Ship bread,3,CL
1765,Spirits,4,CL
1765,Staves,1,CL
1765,Staves,24,CL
1765,Staves (barrels),29,CL
1765,Staves (hhd),0,CL
1765,Staves (hhds),19,CL
1765,Staves (pipes),14,CL
1765,Staves and heading,28,CL
1765,Staves and heading,4,CL
1765,Sugar,323,CL
1765,Sugar,23,CL
1765,Tobacco,71,CL
1765,Wax,0,CL
1765,Wax,0,CL
1765,Wheat,362,CL
1765,Wheat,0,CL
1765,Wine,14,CL
1766,Bar iron,71,CL
1766,Bar iron,14,CL
1766,Bread,63,CL
1766,Corn,1,CL
1766,Corn,2160,CL
1766,Flaxseed,0,CL
1766,Flaxseed,0,CL
1766,Flaxseed,0,CL
1766,Flaxseed,0,CL
1766,Flaxseed,119,CL
1766,Flour,41,CL
1766,Hemp,1,CL
1766,Oats,2841,CL
1766,Peas,3,CL
1766,Peas,1,CL
1766,Peas,14,CL
1766,Plank,39,CL
1766,Plank,7,CL
1766,Plank,0,CL
1766,Poles (hoop),0,CL
1766,Pork,8,CL
1766,Pork,5,CL
1766,Pork,71,CL
1766,Potatoes,0,CL
1766,Rum,5,CL
1766,Rye,2,CL
1766,Salt,81,CL
1766,Shingles,0,CL
1766,Staves,137,CL
1766,Staves (barrel),37,CL
1766,Staves (hhd),174,CL
1766,Staves (hhds),1,CL
1766,Staves (pipe),29,CL
1766,Sugar,580,CL
1766,Sugar,1173,CL
1766,Sugar,68,CL
1766,Sugar,0,CL
1766,Sugar,0,CL
1766,Sugar,15,CL
1766,Sugar,14,CL
1766,Tobacco,131,CL
1766,Wax,0,CL
1766,Wheat,2,CL
1766,Wheat,739,CL
1766,Wine,14,CL
1766,Wine,30,CL
1768,Beans,4,CL
1768,Corn,5396,CL
1768,Flaxseed,0,CL
1768,Flaxseed,25,CL
1768,Flaxseed,0,CL
1768,Flour,40,CL
1768,Oats,982,CL
1768,Peas,2,CL
1768,Peas,73,CL
1768,Plank,10,CL
1768,Pork,6,CL
1768,Pork,2,CL
1768,Pork,33,CL
1768,Potatoes,0,CL
1768,Rum,11,CL
1768,Rum,12,CL
1768,Rye,24,CL
1768,Shingles,0,CL
1768,Shingles,0,CL
1768,Staves (barrel),22,CL
1768,Staves (barrels),5,CL
1768,Staves (hhd),48,CL
1768,Staves (hhds),39,CL
1768,Staves (pipes),4,CL
1768,Staves and heading,3,CL
1768,Tobacco,41,CL
1768,Wheat,1345,CL
1769,Bar iron,44,CL
1769,Beans,1,CL
1769,Beef,0,CL
1769,Corn,9160,CL
1769,Flaxseed,243,CL
1769,Flaxseed,0,CL
1769,Flaxseed,0,CL
1769,Flour,712,CL
1769,Heading,3,CL
1769,Heading (hhds),3,CL
1769,Hoops,0,CL
1769,Hoops,0,CL
1769,Loaf sugar,17,CL
1769,Oats,1752,CL
1769,Peas,21,CL
1769,Plank,0,CL
1769,Plank,1,CL
1769,Pork,184,CL
1769,Pork,5,CL
1769,Potatoes,0,CL
1769,Rum,44,CL
1769,Rum,94,CL
1769,Rye,31,CL
1769,Shingles,0,CL
1769,Shingles,0,CL
1769,Staves,6,CL
1769,Staves (barrels),8,CL
1769,Staves (hhd),45,CL
1769,Staves (hhds),30,CL
1769,Staves and heading,10,CL
1769,Sugar,5,CL
1769,Tea,0,CL
1769,Tea,6,CL
1769,Tobacco,39,CL
1769,Wax,0,CL
1769,Wheat,2012,CL
1771,Beans,0,CL
1771,Beef,3,CL
1771,Bread,3,CL
1771,Corn,5496,CL
1771,Flaxseed,378,CL
1771,Heading,12,CL
1771,Heading (hhd),4,CL
1771,Hoops,0,CL
1771,Oats,859,CL
1771,Peas,108,CL
1771,Peas/beans,2,CL
1771,Plank,41,CL
1771,Plank,3,CL
1771,Pork,29,CL
1771,Rye,7,CL
1771,Shingles,0,CL
1771,Staves,8,CL
1771,Staves,6,CL
1771,Staves (barrels),12,CL
1771,Staves (hhd),86,CL
1771,Staves (hhds),58,CL
1771,Staves and heading,41,CL
1771,Staves and heading,4,CL
1771,Tar and turpentine,5,CL
1771,Tobacco,57,CL
1771,Wheat,2297,CL
