port,year,good,value,movement_type
ANNA,1770,Deer skins (raw),0,CL
ANNA,1770,Flaxseed,0,CL
ANNA,1770,Flour,45432,CL
ANNA,1770,Ham,5,CL
ANNA,1770,Hoops,0,CL
ANNA,1770,Inch boards,38,CL
ANNA,1770,Inch plank,19,CL
ANNA,1770,Loaf sugar,3,CL
ANNA,1770,Molasses,27,CL
ANNA,1770,Muscovado sugar,15,CL
ANNA,1770,Oak plank,177,CL
ANNA,1770,Oak planks,29,CL
ANNA,1770,Oak timber,0,CL
ANNA,1770,Pig iron,3125,CL
ANNA,1770,Pig iron,0,CL
ANNA,1770,Pine boards,7,CL
ANNA,1770,Pine planks,104,CL
ANNA,1770,Poles (hoop),0,CL
ANNA,1770,Pork,85,CL
ANNA,1770,Rum,59,CL
ANNA,1770,Rum,10,CL
ANNA,1770,Rye,9,CL
ANNA,1770,Salt,96,CL
ANNA,1770,Scantling,16,CL
ANNA,1770,Shingles,0,CL
ANNA,1770,Skins,0,CL
ANNA,1770,Squirrel skins,0,CL
ANNA,1770,Staves,19,CL
ANNA,1770,Staves and heading,4959,CL
ANNA,1770,Sugar,25,CL
ANNA,1770,Tar,22,CL
ANNA,1770,Timber,0,CL
ANNA,1770,Timber,0,CL
ANNA,1770,Tobacco,61257,CL
ANNA,1770,Turpentine,1,CL
ANNA,1770,Two and half inch planks,2,CL
ANNA,1770,Walnut planks,2,CL
ANNA,1770,Wheat,48,CL
ANNA,1770,Wheat,50089,CL
ANNA,1770,Wheel timber,0,CL
ANNA,1770,Wine,81,CL
ANNA,1771,Bacon,2,CL
ANNA,1771,Bar iron,4670,CL
ANNA,1771,Beans,14,CL
ANNA,1771,Beeswax,0,CL
ANNA,1771,Boat boards,128,CL
ANNA,1771,Bread,131,CL
ANNA,1771,Bread,378,CL
ANNA,1771,Bread,5584,CL
ANNA,1771,Cedar posts,0,CL
ANNA,1771,Corn,7212,CL
ANNA,1771,Cotton,54,CL
ANNA,1771,Deer Skins,0,CL
ANNA,1771,Deer Skins,0,CL
ANNA,1771,Flaxseed,0,CL
ANNA,1771,Flour,47807,CL
ANNA,1771,Furs and skins,0,CL
ANNA,1771,Ham,2,CL
ANNA,1771,Handspikes,0,CL
ANNA,1771,Hoops,0,CL
ANNA,1771,Hoops,0,CL
ANNA,1771,Indian corn,0,CL
ANNA,1771,Iron,41,CL
ANNA,1771,Madeira,4,CL
ANNA,1771,Madeira,91,CL
ANNA,1771,Mahogany boards,5,CL
ANNA,1771,Mahogany planks,10,CL
ANNA,1771,Molasses,3,CL
ANNA,1771,Oak planks,27,CL
ANNA,1771,Peas,1,CL
ANNA,1771,Peas,13,CL
ANNA,1771,Pig iron,3118,CL
ANNA,1771,Pine boards,347,CL
ANNA,1771,Pine plank,51,CL
ANNA,1771,Pine planks,60,CL
ANNA,1771,Pitch,2,CL
ANNA,1771,Plank,6,CL
ANNA,1771,Pork,22,CL
ANNA,1771,Rum,11,CL
ANNA,1771,Rum,483,CL
ANNA,1771,Rye,2,CL
ANNA,1771,Salt,5,CL
ANNA,1771,Scantling,45,CL
ANNA,1771,Shingles,0,CL
ANNA,1771,Ship bread,6,CL
ANNA,1771,Staves,204,CL
ANNA,1771,Staves and heading,6299,CL
ANNA,1771,Tar,58,CL
ANNA,1771,Tobacco,10,CL
ANNA,1771,Tobacco,113157,CL
ANNA,1771,Turpentine,68,CL
ANNA,1771,Walnut planks,2,CL
ANNA,1771,Wheat,21999,CL
ANNA,1772,Bar iron,6082,CL
ANNA,1772,Bar iron,6,CL
ANNA,1772,Beans,41,CL
ANNA,1772,Beans,1,CL
ANNA,1772,Beeswax,0,CL
ANNA,1772,Boat boards,76,CL
ANNA,1772,Boat boards,2,CL
ANNA,1772,Bread,305,CL
ANNA,1772,Bread,274,CL
ANNA,1772,Bread,7680,CL
ANNA,1772,Bread,350,CL
ANNA,1772,Chocolate,0,CL
ANNA,1772,Corn,5424,CL
ANNA,1772,Deer Skin,0,CL
ANNA,1772,Deer Skin,0,CL
ANNA,1772,Flaxseed,0,CL
ANNA,1772,Flaxseed,0,CL
ANNA,1772,Flour,44189,CL
ANNA,1772,Furs and skins,0,CL
ANNA,1772,Ham,0,CL
ANNA,1772,Handspikes,0,CL
ANNA,1772,Hoops,0,CL
ANNA,1772,Inch plank,1,CL
ANNA,1772,Loaf sugar,0,CL
ANNA,1772,Mahogany,0,CL
ANNA,1772,Molasses,2,CL
ANNA,1772,Oak board,42,CL
ANNA,1772,Oak boards,88,CL
ANNA,1772,Oak planks,16,CL
ANNA,1772,Oats,0,CL
ANNA,1772,Peas,1,CL
ANNA,1772,Pig iron,2040,CL
ANNA,1772,Pine board,104,CL
ANNA,1772,Pine plank,250,CL
ANNA,1772,Pine planks,7,CL
ANNA,1772,Pork,67,CL
ANNA,1772,Rum,224,CL
ANNA,1772,Rum,103,CL
ANNA,1772,Rum,9,CL
ANNA,1772,Scantling,154,CL
ANNA,1772,Scantling,13,CL
ANNA,1772,Shingles,0,CL
ANNA,1772,Ship bread,11,CL
ANNA,1772,Staves and heading,4427,CL
ANNA,1772,Tar,9,CL
ANNA,1772,Tea,0,CL
ANNA,1772,Tobacco,84976,CL
ANNA,1772,Walnut,2,CL
ANNA,1772,Walnut plank,22,CL
ANNA,1772,Wheat,23634,CL
ANNA,1772,Wheel timber,0,CL
ANNA,1773,Bacon,5,CL
ANNA,1773,Bacon,8,CL
ANNA,1773,Bar iron,3067,CL
ANNA,1773,Beans,116,CL
ANNA,1773,Beans,1,CL
ANNA,1773,Beef,44,CL
ANNA,1773,Beef,288,CL
ANNA,1773,Beeswax,0,CL
ANNA,1773,Beeswax,0,CL
ANNA,1773,Biscuits,61,CL
ANNA,1773,Boards,147,CL
ANNA,1773,Boat boards,0,CL
ANNA,1773,Boat boards,1,CL
ANNA,1773,Bread,81,CL
ANNA,1773,Bread,10754,CL
ANNA,1773,Bread,507,CL
ANNA,1773,Bread,160,CL
ANNA,1773,Bread and flour,1187,CL
ANNA,1773,Brown sugar,89,CL
ANNA,1773,Brown sugar,23,CL
ANNA,1773,Cheese,0,CL
ANNA,1773,Chocolate,0,CL
ANNA,1773,Coffee,0,CL
ANNA,1773,Corn,6843,CL
ANNA,1773,Cotton,0,CL
ANNA,1773,Deer Skin,0,CL
ANNA,1773,Deer Skins,0,CL
ANNA,1773,Flaxseed,0,CL
ANNA,1773,Flour,51074,CL
ANNA,1773,Furs and skins,0,CL
ANNA,1773,Half Johannes,344,CL
ANNA,1773,Handspikes,0,CL
ANNA,1773,Hoops,0,CL
ANNA,1773,Indian corn,5,CL
ANNA,1773,Indian meal,0,CL
ANNA,1773,Indian meal,0,CL
ANNA,1773,Madeira,34,CL
ANNA,1773,Madeira,0,CL
ANNA,1773,Oars,0,CL
ANNA,1773,Peas,9,CL
ANNA,1773,Peas,6,CL
ANNA,1773,Peas,9,CL
ANNA,1773,Pig iron,2852,CL
ANNA,1773,Pine board,17,CL
ANNA,1773,Pine plank,171,CL
ANNA,1773,Pine planks,3,CL
ANNA,1773,Planks,3,CL
ANNA,1773,Pork,372,CL
ANNA,1773,Potatoes,0,CL
ANNA,1773,Rum,21,CL
ANNA,1773,Rum,582,CL
ANNA,1773,Rye,10,CL
ANNA,1773,Rye,87,CL
ANNA,1773,Rye meal,0,CL
ANNA,1773,Salt,7,CL
ANNA,1773,Scantling,6,CL
ANNA,1773,Scantling,47,CL
ANNA,1773,Seal skins,0,CL
ANNA,1773,Shingles,0,CL
ANNA,1773,Ship bread,32,CL
ANNA,1773,Staves and heading,3450,CL
ANNA,1773,Sugar,0,CL
ANNA,1773,Tar,12,CL
ANNA,1773,Tar and turpentine,6,CL
ANNA,1773,Tea,9,CL
ANNA,1773,Tobacco,70611,CL
ANNA,1773,Turpentine,8,CL
ANNA,1773,Walnut plank,2,CL
ANNA,1773,Wheat,36724,CL
ANNA,1773,Wine,18,CL
ANNA,1774,Bacon,12,CL
ANNA,1774,Bacon,3,CL
ANNA,1774,Bacon hams,0,CL
ANNA,1774,Bar iron,1537,CL
ANNA,1774,Beans,1,CL
ANNA,1774,Beans,4,CL
ANNA,1774,Beans,566,CL
ANNA,1774,Beef,27,CL
ANNA,1774,Beeswax,0,CL
ANNA,1774,Beeswax,0,CL
ANNA,1774,Biscuits,1,CL
ANNA,1774,Boards,37,CL
ANNA,1774,Boat boards,11,CL
ANNA,1774,Boat boards,193,CL
ANNA,1774,Braziletto,0,CL
ANNA,1774,Bread,2622,CL
ANNA,1774,Bread,9,CL
ANNA,1774,Bread,971,CL
ANNA,1774,Bread,7323,CL
ANNA,1774,Bread and flour,1198,CL
ANNA,1774,Brown sugar,81,CL
ANNA,1774,Cheese,0,CL
ANNA,1774,Chocolate,0,CL
ANNA,1774,Corn,10783,CL
ANNA,1774,Corn meal,0,CL
ANNA,1774,Cotton wool,44,CL
ANNA,1774,Deer Skin,0,CL
ANNA,1774,Deer Skins,0,CL
ANNA,1774,Deer Skins,0,CL
ANNA,1774,Deer Skins,0,CL
ANNA,1774,Flaxseed,0,CL
ANNA,1774,Flour,66934,CL
ANNA,1774,Flour,0,CL
ANNA,1774,Furs and skins,0,CL
ANNA,1774,Furs and skins,0,CL
ANNA,1774,Furs and skins,0,CL
ANNA,1774,Furs and skins,0,CL
ANNA,1774,Ham,0,CL
ANNA,1774,Ham,2,CL
ANNA,1774,Ham,10,CL
ANNA,1774,Ham,16,CL
ANNA,1774,Handspikes,0,CL
ANNA,1774,Hoops,0,CL
ANNA,1774,Inch plank,39,CL
ANNA,1774,Indian meal,0,CL
ANNA,1774,Indian meal,0,CL
ANNA,1774,Loaf sugar,6,CL
ANNA,1774,Mahogany boards,2,CL
ANNA,1774,Molasses,64,CL
ANNA,1774,Oak plank,14,CL
ANNA,1774,Oak planks,10,CL
ANNA,1774,Oats,100,CL
ANNA,1774,Oats,26,CL
ANNA,1774,Peas,4,CL
ANNA,1774,Peas,124,CL
ANNA,1774,Peas,4,CL
ANNA,1774,Peas/beans,8,CL
ANNA,1774,Pig iron,3857,CL
ANNA,1774,Pine board,72,CL
ANNA,1774,Pine boards,6,CL
ANNA,1774,Pine plank,167,CL
ANNA,1774,Pine planks,162,CL
ANNA,1774,Plank,55,CL
ANNA,1774,Pork,21,CL
ANNA,1774,Pork,681,CL
ANNA,1774,Potatoes,0,CL
ANNA,1774,Rum,345,CL
ANNA,1774,Rum,259,CL
ANNA,1774,Rye,5,CL
ANNA,1774,Rye,157,CL
ANNA,1774,Rye flour,0,CL
ANNA,1774,Rye meal,0,CL
ANNA,1774,Rye meal,0,CL
ANNA,1774,Salt,0,CL
ANNA,1774,Scantling,16,CL
ANNA,1774,Shingles,0,CL
ANNA,1774,Ship bread,15,CL
ANNA,1774,Skins,0,CL
ANNA,1774,Skins,0,CL
ANNA,1774,Staves and heading,6071,CL
ANNA,1774,Sugar,0,CL
ANNA,1774,Tar and turpentine,4,CL
ANNA,1774,Tea,0,CL
ANNA,1774,Tobacco,52470,CL
ANNA,1774,Wheat,110085,CL
ANNA,1749,Axes,0,EN
ANNA,1749,Blankets,0,EN
ANNA,1749,Bread,16,EN
ANNA,1749,Bricks,0,EN
ANNA,1749,Brims,0,EN
ANNA,1749,Brown Sugar,185,EN
ANNA,1749,Brown Sugar,17,EN
ANNA,1749,Brown Sugar,34,EN
ANNA,1749,Brown Sugar,13,EN
ANNA,1749,Butter,0,EN
ANNA,1749,Chairs,0,EN
ANNA,1749,Chaises,0,EN
ANNA,1749,Cheese,0,EN
ANNA,1749,Cheese,0,EN
ANNA,1749,Chocolate,0,EN
ANNA,1749,Chocolate,0,EN
ANNA,1749,Chocolate,0,EN
ANNA,1749,Coffee,0,EN
ANNA,1749,Coffee,0,EN
ANNA,1749,Convicts,2081,EN
ANNA,1749,Cranberries,0,EN
ANNA,1749,Cranberries,0,EN
ANNA,1749,Cyder,0,EN
ANNA,1749,Deer Skins,0,EN
ANNA,1749,Deer Skins raw,0,EN
ANNA,1749,Deer Skins dressed,0,EN
ANNA,1749,Desks,0,EN
ANNA,1749,Fish,0,EN
ANNA,1749,Fish,0,EN
ANNA,1749,Fish,0,EN
ANNA,1749,Flo Oil,0,EN
ANNA,1749,Fyall wine,185,EN
ANNA,1749,Glass,0,EN
ANNA,1749,Gunpowder,0,EN
ANNA,1749,Half Bushels,0,EN
ANNA,1749,Hops,0,EN
ANNA,1749,Indigo,4,EN
ANNA,1749,Iron/kettleware,0,EN
ANNA,1749,Limes,0,EN
ANNA,1749,Loaf Sugar,54,EN
ANNA,1749,Loaf Sugar,43,EN
ANNA,1749,Loaf Sugar,9,EN
ANNA,1749,Madeira,42,EN
ANNA,1749,Madeira,25,EN
ANNA,1749,Madeira,0,EN
ANNA,1749,Madeira,873,EN
ANNA,1749,Medicines,0,EN
ANNA,1749,Molasses,25,EN
ANNA,1749,Molasses,677,EN
ANNA,1749,Molasses,270,EN
ANNA,1749,Molasses,11,EN
ANNA,1749,Muscovado Sugar,24,EN
ANNA,1749,Muscovado Sugar,17,EN
ANNA,1749,Muscovado Sugar,106,EN
ANNA,1749,Negroes,6753,EN
ANNA,1749,Osnabrig,0,EN
ANNA,1749,Pails,0,EN
ANNA,1749,Palatines,0,EN
ANNA,1749,Pickled Fish,0,EN
ANNA,1749,Pipes,0,EN
ANNA,1749,Pitch,45,EN
ANNA,1749,Raisins,0,EN
ANNA,1749,Riding Chairs,0,EN
ANNA,1749,Rum,83,EN
ANNA,1749,Rum,3511,EN
ANNA,1749,Rum,1177,EN
ANNA,1749,Rum,66,EN
ANNA,1749,Saddles and Bridles,0,EN
ANNA,1749,Sails,0,EN
ANNA,1749,Salt,192,EN
ANNA,1749,Salt,62,EN
ANNA,1749,Servants,424,EN
ANNA,1749,Shoes,0,EN
ANNA,1749,Shot,0,EN
ANNA,1749,Sieves,0,EN
ANNA,1749,Sitting Chairs,0,EN
ANNA,1749,Still,0,EN
ANNA,1749,Sugar,16,EN
ANNA,1749,Sugar,58,EN
ANNA,1749,Sugar,0,EN
ANNA,1749,Sugar,133,EN
ANNA,1749,Tar,208,EN
ANNA,1749,Tea,0,EN
ANNA,1749,Tea,0,EN
ANNA,1749,Tea,0,EN
ANNA,1749,Tobacco,0,EN
ANNA,1749,Turpentine,25,EN
ANNA,1749,Vedonia wine,8,EN
ANNA,1749,Vinegar,0,EN
ANNA,1749,Wine,4,EN
ANNA,1750,Axes,0,EN
ANNA,1750,Blubber,0,EN
ANNA,1750,Bread,31,EN
ANNA,1750,Bread,0,EN
ANNA,1750,Bricks,0,EN
ANNA,1750,Brown Sugar,265,EN
ANNA,1750,Brown Sugar,0,EN
ANNA,1750,Brown Sugar,250,EN
ANNA,1750,Brown Sugar,43,EN
ANNA,1750,Brushes,0,EN
ANNA,1750,Chairs,0,EN
ANNA,1750,Chaises,0,EN
ANNA,1750,Cheese,0,EN
ANNA,1750,Convicts,1696,EN
ANNA,1750,Cyder,0,EN
ANNA,1750,Desks,0,EN
ANNA,1750,Dryfish,0,EN
ANNA,1750,Fish,0,EN
ANNA,1750,Fish,0,EN
ANNA,1750,Flour,64,EN
ANNA,1750,Fyall wine,122,EN
ANNA,1750,Gartex,0,EN
ANNA,1750,Hair sieves,0,EN
ANNA,1750,Hats,0,EN
ANNA,1750,Hay,0,EN
ANNA,1750,Hollow ironware,0,EN
ANNA,1750,Lemons,0,EN
ANNA,1750,Linens British,0,EN
ANNA,1750,Linens German,0,EN
ANNA,1750,Liquors,0,EN
ANNA,1750,Loaf Sugar,14,EN
ANNA,1750,Loaf Sugar,19,EN
ANNA,1750,Madeira,26,EN
ANNA,1750,Madeira,9,EN
ANNA,1750,Madeira,35,EN
ANNA,1750,Madeira,1028,EN
ANNA,1750,Molasses,84,EN
ANNA,1750,Molasses,85,EN
ANNA,1750,Molasses,48,EN
ANNA,1750,Muscovado Sugar,0,EN
ANNA,1750,Muscovado sugar,0,EN
ANNA,1750,Nails,0,EN
ANNA,1750,Negroes,244,EN
ANNA,1750,Oats,0,EN
ANNA,1750,Orna,0,EN
ANNA,1750,Pickled Fish,0,EN
ANNA,1750,Pipes,0,EN
ANNA,1750,Pipes,0,EN
ANNA,1750,Pitch,0,EN
ANNA,1750,Portugal wines,0,EN
ANNA,1750,Raisins,0,EN
ANNA,1750,Riding Chairs,0,EN
ANNA,1750,Rum,15,EN
ANNA,1750,Rum,1041,EN
ANNA,1750,Rum,1778,EN
ANNA,1750,Rum,165,EN
ANNA,1750,Rum,0,EN
ANNA,1750,Salt,667,EN
ANNA,1750,Salt,23,EN
ANNA,1750,Servants,286,EN
ANNA,1750,Sieves,0,EN
ANNA,1750,Spades,0,EN
ANNA,1750,Staves,25,EN
ANNA,1750,Still,0,EN
ANNA,1750,Sugar,41,EN
ANNA,1750,Sugar,132,EN
ANNA,1750,Tar,0,EN
ANNA,1750,Tobacco,0,EN
ANNA,1751,Brown sugar,34,EN
ANNA,1751,Brown sugar,13,EN
ANNA,1751,Brown sugar,250,EN
ANNA,1751,Cheese,0,EN
ANNA,1751,Cheese,0,EN
ANNA,1751,Cheese,0,EN
ANNA,1751,Chocolate,0,EN
ANNA,1751,Loaf sugar,3,EN
ANNA,1751,Loaf sugar,11,EN
ANNA,1751,Madeira,18,EN
ANNA,1751,Molasses,33,EN
ANNA,1751,Molasses,251,EN
ANNA,1751,Molasses,199,EN
ANNA,1751,Muscovado sugar,340,EN
ANNA,1751,Muscovado sugar,129,EN
ANNA,1751,Oats,0,EN
ANNA,1751,Rum,2017,EN
ANNA,1751,Rum,12819,EN
ANNA,1751,Rum,21,EN
ANNA,1751,Rum,210,EN
ANNA,1751,Salt,70,EN
ANNA,1751,Salt,253,EN
ANNA,1751,Salt,7,EN
ANNA,1751,Servants,69,EN
ANNA,1751,Sugar,441,EN
ANNA,1751,Sugar,28,EN
ANNA,1751,White sugar,4,EN
ANNA,1751,Wine,133,EN
ANNA,1752,Beef,0,EN
ANNA,1752,Board,3,EN
ANNA,1752,Brown sugar,1,EN
ANNA,1752,Brown sugar,349,EN
ANNA,1752,Brown sugar,4,EN
ANNA,1752,Calves skins,0,EN
ANNA,1752,Cheese,0,EN
ANNA,1752,Cheese,0,EN
ANNA,1752,Cheese,0,EN
ANNA,1752,Chocolate,0,EN
ANNA,1752,Convicts,2870,EN
ANNA,1752,Deer Skins,0,EN
ANNA,1752,Deer Skins,0,EN
ANNA,1752,Fyall wine,18,EN
ANNA,1752,Ginger,0,EN
ANNA,1752,Loaf sugar,15,EN
ANNA,1752,Madeira,0,EN
ANNA,1752,Madeira,298,EN
ANNA,1752,Molasses,828,EN
ANNA,1752,Molasses,146,EN
ANNA,1752,Molasses,25,EN
ANNA,1752,Muscovado sugar,583,EN
ANNA,1752,Muscovado sugar,95,EN
ANNA,1752,Muscovado sugar,0,EN
ANNA,1752,Muscovdado sugar,0,EN
ANNA,1752,Negroes,1139,EN
ANNA,1752,Pepper,0,EN
ANNA,1752,Pig iron,222,EN
ANNA,1752,Pitch,20,EN
ANNA,1752,Pork,0,EN
ANNA,1752,Potatoes,0,EN
ANNA,1752,Red wine,0,EN
ANNA,1752,Rice,0,EN
ANNA,1752,Rice,0,EN
ANNA,1752,Rum,41,EN
ANNA,1752,Rum,30,EN
ANNA,1752,Rum,5087,EN
ANNA,1752,Rum,494,EN
ANNA,1752,Rum,162,EN
ANNA,1752,Salt,1,EN
ANNA,1752,Salt,42,EN
ANNA,1752,Salt,265,EN
ANNA,1752,Servants,20,EN
ANNA,1752,Ship bread,8,EN
ANNA,1752,Sugar,18,EN
ANNA,1752,Sugar,27,EN
ANNA,1752,Sugar,9,EN
ANNA,1752,Sugar,241,EN
ANNA,1752,Sugar,26,EN
ANNA,1752,Tar,11,EN
ANNA,1752,Tea,0,EN
ANNA,1752,Turpentine,3,EN
ANNA,1752,White wine,0,EN
ANNA,1752,White wine,0,EN
ANNA,1753,Barrel staves,7,EN
ANNA,1753,Beef,27,EN
ANNA,1753,Bread,108,EN
ANNA,1753,Brown sugar,0,EN
ANNA,1753,Brown sugar,3,EN
ANNA,1753,Cheese,0,EN
ANNA,1753,Chocolate,0,EN
ANNA,1753,Chocolate,0,EN
ANNA,1753,Coffee,0,EN
ANNA,1753,Coffee,0,EN
ANNA,1753,Convicts,1324,EN
ANNA,1753,Flour,571,EN
ANNA,1753,Fyall wine,110,EN
ANNA,1753,Ginger,0,EN
ANNA,1753,Ham,4,EN
ANNA,1753,Loaf sugar,376,EN
ANNA,1753,Loaf sugar,4,EN
ANNA,1753,Madeira,550,EN
ANNA,1753,Madeira,32,EN
ANNA,1753,Madeira,41,EN
ANNA,1753,Madeira,18,EN
ANNA,1753,Molasses,397,EN
ANNA,1753,Muscovado sugar,1,EN
ANNA,1753,Muscovado sugar,366,EN
ANNA,1753,Muscovdado sugar,3,EN
ANNA,1753,Negroes,0,EN
ANNA,1753,Pipe staves,12,EN
ANNA,1753,Pitch,41,EN
ANNA,1753,Plank,242,EN
ANNA,1753,Pork,38,EN
ANNA,1753,Rum,618,EN
ANNA,1753,Rum,2847,EN
ANNA,1753,Salt,0,EN
ANNA,1753,Salt,7,EN
ANNA,1753,Servants,6114,EN
ANNA,1753,Staves,102,EN
ANNA,1753,Sugar,4,EN
ANNA,1753,Sugar,253,EN
ANNA,1753,Sugar,104,EN
ANNA,1753,Tar,9,EN
ANNA,1753,Turpentine,4,EN
ANNA,1753,Wine,0,EN
ANNA,1754,Beef,13,EN
ANNA,1754,Beeswax,0,EN
ANNA,1754,Brown sugar,82,EN
ANNA,1754,Cheese,0,EN
ANNA,1754,Cheese,0,EN
ANNA,1754,Coffee,0,EN
ANNA,1754,Convicts,1842,EN
ANNA,1754,Ginger,0,EN
ANNA,1754,Iron,1,EN
ANNA,1754,Loaf sugar,1,EN
ANNA,1754,Madeira,505,EN
ANNA,1754,Madeira,133,EN
ANNA,1754,Madeira,895,EN
ANNA,1754,Molasses,48,EN
ANNA,1754,Molasses,4,EN
ANNA,1754,Molasses,303,EN
ANNA,1754,Muscovado sugar,394,EN
ANNA,1754,Muscovado sugar,50,EN
ANNA,1754,Negroes,960,EN
ANNA,1754,Pitch,8,EN
ANNA,1754,Pork,55,EN
ANNA,1754,Rum,402,EN
ANNA,1754,Rum,4080,EN
ANNA,1754,Salt,7,EN
ANNA,1754,Salt,317,EN
ANNA,1754,Servants,662,EN
ANNA,1754,Skins,0,EN
ANNA,1754,Sugar,221,EN
ANNA,1754,Sugar,44497,EN
ANNA,1754,Sugar,140,EN
ANNA,1754,Tar,42,EN
ANNA,1754,Tea,0,EN
ANNA,1754,Turpentine,15,EN
ANNA,1754,Vedonia wine,34,EN
ANNA,1755,Brown sugar,22,EN
ANNA,1755,Brown sugar,45,EN
ANNA,1755,Cheese,0,EN
ANNA,1755,Cheese,0,EN
ANNA,1755,Cheese,0,EN
ANNA,1755,Cheese,0,EN
ANNA,1755,Chocolate,0,EN
ANNA,1755,Coffee,0,EN
ANNA,1755,Convicts,4381,EN
ANNA,1755,Leather,0,EN
ANNA,1755,Loaf sugar,8,EN
ANNA,1755,Loaf sugar,16,EN
ANNA,1755,Loaf sugar,21,EN
ANNA,1755,Madeira,473,EN
ANNA,1755,Madeira,166,EN
ANNA,1755,Madeira,24,EN
ANNA,1755,Madeira,70,EN
ANNA,1755,Mahogany,0,EN
ANNA,1755,Molasses,290,EN
ANNA,1755,Muscovado sugar,54,EN
ANNA,1755,Muscovado sugar,43,EN
ANNA,1755,Muscovado sugar,49,EN
ANNA,1755,Negroes,298,EN
ANNA,1755,Rum,6071,EN
ANNA,1755,Rum,40,EN
ANNA,1755,Rum,18,EN
ANNA,1755,Salt,67,EN
ANNA,1755,Salt,0,EN
ANNA,1755,Servants,2949,EN
ANNA,1755,Sugar,18,EN
ANNA,1755,Sugar,603,EN
ANNA,1755,Sugar,69,EN
ANNA,1755,Wine,0,EN
ANNA,1756,Bar iron,40,EN
ANNA,1756,Brown sugar,30,EN
ANNA,1756,Cheese,0,EN
ANNA,1756,Chocolate,0,EN
ANNA,1756,Coffee,0,EN
ANNA,1756,Convicts,2576,EN
ANNA,1756,Ginger,0,EN
ANNA,1756,Hides (raw),0,EN
ANNA,1756,Indian corn,87,EN
ANNA,1756,Loaf sugar,0,EN
ANNA,1756,Molasses,30,EN
ANNA,1756,Molasses,18,EN
ANNA,1756,Negroes,3012,EN
ANNA,1756,Peas,11,EN
ANNA,1756,Pig iron,88,EN
ANNA,1756,Pork,130,EN
ANNA,1756,Rice,0,EN
ANNA,1756,Rice,3,EN
ANNA,1756,Rum,116,EN
ANNA,1756,Rum,4367,EN
ANNA,1756,Salt,27,EN
ANNA,1756,Salt,125,EN
ANNA,1756,Servants,2046,EN
ANNA,1756,Shingles,0,EN
ANNA,1756,Sugar,953,EN
ANNA,1756,Sugar,25,EN
ANNA,1756,Tea,0,EN
ANNA,1756,Turpentine,10,EN
ANNA,1756,Wine,1202,EN
ANNA,1757,Claret,0,EN
ANNA,1757,Coffee,0,EN
ANNA,1757,Convicts,3298,EN
ANNA,1757,Cotton,19,EN
ANNA,1757,Indigo,33,EN
ANNA,1757,Indigo,0,EN
ANNA,1757,Indigo,0,EN
ANNA,1757,Loaf sugar,24,EN
ANNA,1757,Loaf sugar,32,EN
ANNA,1757,Molasses,20,EN
ANNA,1757,Molasses,275,EN
ANNA,1757,Molasses,9,EN
ANNA,1757,Molasses,4,EN
ANNA,1757,Muscovado sugar,104,EN
ANNA,1757,Pitch,0,EN
ANNA,1757,Pork,86,EN
ANNA,1757,Rice,0,EN
ANNA,1757,Rum,551,EN
ANNA,1757,Rum,3118,EN
ANNA,1757,Salt,183,EN
ANNA,1757,Salt,12,EN
ANNA,1757,Salt,1597,EN
ANNA,1757,Servants,734,EN
ANNA,1757,Shingles,0,EN
ANNA,1757,Sugar,548,EN
ANNA,1757,Sugar,14,EN
ANNA,1757,Sugar,0,EN
ANNA,1757,Sugar,438,EN
ANNA,1757,Sugar,216,EN
ANNA,1757,Sugar,286,EN
ANNA,1757,Tar,39,EN
ANNA,1757,Turpentine,65,EN
ANNA,1757,Wine,16,EN
ANNA,1758,Brown sugar,44,EN
ANNA,1758,Brown sugar,607,EN
ANNA,1758,Brown sugar,0,EN
ANNA,1758,Claret,0,EN
ANNA,1758,Claret,53,EN
ANNA,1758,Coffee,0,EN
ANNA,1758,Coffee,0,EN
ANNA,1758,Convicts,1619,EN
ANNA,1758,Indigo,0,EN
ANNA,1758,Loaf sugar,11,EN
ANNA,1758,Loaf sugar,4,EN
ANNA,1758,Madeira,427,EN
ANNA,1758,Mahogany plank,0,EN
ANNA,1758,Molasses,34,EN
ANNA,1758,Molasses,21,EN
ANNA,1758,Molasses,168,EN
ANNA,1758,Muscovado sugar,9,EN
ANNA,1758,Muscovado sugar,29,EN
ANNA,1758,Muscovado sugar,19,EN
ANNA,1758,Negroes,71,EN
ANNA,1758,Pork,65,EN
ANNA,1758,Rum,8028,EN
ANNA,1758,Rum,676,EN
ANNA,1758,Salt,593,EN
ANNA,1758,Servants,26,EN
ANNA,1758,Staves and heading,0,EN
ANNA,1758,Sugar,133,EN
ANNA,1758,Sugar,15,EN
ANNA,1758,Sugar,113,EN
ANNA,1758,Sugar,691,EN
ANNA,1758,Sugar,54,EN
ANNA,1758,Tar,29,EN
ANNA,1758,Wine,394,EN
ANNA,1759,Brown sugar,0,EN
ANNA,1759,Chocolate,0,EN
ANNA,1759,Coffee,0,EN
ANNA,1759,Coffee,0,EN
ANNA,1759,Convicts,4221,EN
ANNA,1759,Cotton,71,EN
ANNA,1759,Indigo,5,EN
ANNA,1759,Loaf sugar,2,EN
ANNA,1759,Madeira,74,EN
ANNA,1759,Madeira,59,EN
ANNA,1759,Madeira,15,EN
ANNA,1759,Molasses,38,EN
ANNA,1759,Molasses,33,EN
