year,good,value,movement_type
sv,Corn,84,CL
sv,Cotton,0,CL
sv,Deer Skins,0,CL
sv,Furs,0,CL
sv,Hoops,0,CL
sv,Iron,0,CL
sv,Logs (walnut),0,CL
sv,Peas,2,CL
sv,Plank,2,CL
sv,Planks,1,CL
sv,Staves (barrel),57,CL
sv,Staves (barrels),22,CL
sv,Staves (hhd),42,CL
sv,Staves (hhds),13,CL
sv,Staves (pipe),62,CL
sv,Sugar,248,CL
sv,Tobacco,37358,CL
sv,Tobacco,80,CL
sv,Tobacco,12,CL
sv,Wheat,125,CL
sv,Wine,59,CL
sv,,,CL
sv,Corn,203,CL
sv,Furs,0,CL
sv,Furs,0,CL
sv,Heading,4,CL
sv,Iron,0,CL
sv,Logs (walnut),0,CL
sv,Pig iron,0,CL
sv,Pitch,22,CL
sv,Plank,8,CL
sv,Planks,0,CL
sv,Staves (barrels),8,CL
sv,Staves (hhds),180,CL
sv,Staves (pipes),0,CL
sv,Tobacco,259,CL
sv,Tobacco,37421,CL
sv,,,CL
sv,Beans,1,CL
sv,Corn,141,CL
sv,Deer Skins,0,CL
sv,Pig iron,0,CL
sv,Plank,4,CL
sv,Pork,31,CL
sv,Rum,3,CL
sv,Staves (barrels),51,CL
sv,Staves (hhds),41,CL
sv,Staves (pipes),17,CL
sv,Sugar,144,CL
sv,Tobacco,4,CL
sv,Tobacco,92,CL
sv,Tobacco,22967,CL
sv,Wheat,50,CL
sv,,,CL
sv,Corn,427,CL
sv,Deer Skins,0,CL
sv,Heading,3,CL
sv,Hoops,0,CL
sv,Iron,0,CL
sv,Logs (walnut),0,CL
sv,Molasses,4,CL
sv,Peas,8,CL
sv,Plank,4,CL
sv,Planks,0,CL
sv,Pork,113,CL
sv,Rum,15,CL
sv,Staves,1,CL
sv,Staves (barrels),62,CL
sv,Staves (hhds),56,CL
sv,Staves (pipes),25,CL
sv,Tobacco,16,CL
sv,Tobacco,123,CL
sv,Tobacco,29756,CL
sv,Turpentine,9,CL
sv,Wax,0,CL
sv,Wheat,54,CL
sv,Wine,53,CL
sv,,,CL
sv,Beans,10,CL
sv,Corn,683,CL
sv,Deer Skins,0,CL
sv,Flour,1,CL
sv,Furs,0,CL
sv,Heading,1,CL
sv,Iron,0,CL
sv,Peas,1,CL
sv,Peas,57,CL
sv,Pitch,56,CL
sv,Plank,5,CL
sv,Pork,194,CL
sv,Staves (barrels),39,CL
sv,Staves (hhds),90,CL
sv,Staves (pipes),14,CL
sv,Tobacco,11566,CL
sv,Wheat,62,CL
sv,,,CL
sv,Beans,9,CL
sv,Corn,774,CL
sv,Deer Skins,0,CL
sv,Hoops,0,CL
sv,Peas,27,CL
sv,Peas,1,CL
sv,Pig iron,0,CL
sv,Plank,4,CL
sv,Planks,1,CL
sv,Pork,27,CL
sv,Pork,49,CL
sv,Rum,48,CL
sv,Staves,530,CL
sv,Sugar,1,CL
sv,Tobacco,21350,CL
sv,Wheat,38,CL
sv,,,CL
sv,Corn,902,CL
sv,Deer Skins,0,CL
sv,Furs,0,CL
sv,Hoops,0,CL
sv,Peas,15,CL
sv,Pig iron,0,CL
sv,Plank,0,CL
sv,Plank,4,CL
sv,Pork,12,CL
sv,Rum,16,CL
sv,Rum,28,CL
sv,Salt,196,CL
sv,Staves,224,CL
sv,Tobacco,54,CL
sv,Tobacco,20847,CL
sv,Wheat,9,CL
sv,,,CL
sv,Beans,1,CL
sv,Corn,232,CL
sv,Deer Skin,0,CL
sv,Deer Skins,0,CL
sv,Deer Skins,0,CL
sv,Furs,0,CL
sv,Hoops,0,CL
sv,Linen,0,CL
sv,Linen,0,CL
sv,Pig iron,0,CL
sv,Plank,4,CL
sv,Plank,0,CL
sv,Planks,0,CL
sv,Rum,5,CL
sv,Rum,2,CL
sv,Staves,351,CL
sv,Sugar,69,CL
sv,Tobacco,112,CL
sv,Tobacco,42164,CL
sv,Wheat,3,CL
sv,Wine,12,CL
sv,,,CL
1738,Corn,400,CL
1738,Deer Skin,0,CL
1738,Deer Skins,0,CL
1738,Peas,12,CL
1738,Pig iron,1957,CL
1738,Plank,2,CL
1738,Staves,273,CL
1738,Tobacco,33345,CL
1738,Tobacco,2,CL
1738,Wheat,320,CL
1738,,,CL
1739,Beans,4,CL
1739,Corn,229,CL
1739,Deer Skin,0,CL
1739,Deer Skin,0,CL
1739,Deer Skins,0,CL
1739,Deer Skins,0,CL
1739,Furs and skins,0,CL
1739,Hoops,0,CL
1739,Peas,0,CL
1739,Pig iron,2175,CL
1739,Plank,4,CL
1739,Planks,1,CL
1739,Pork,6,CL
1739,Staves,366,CL
1739,Tobacco,69,CL
1739,Tobacco,44950,CL
1739,Wheat,25,CL
1739,,,CL
1740,Beans,2,CL
1740,Bread,2,CL
1740,Corn,604,CL
1740,Deer Skin,0,CL
1740,Deer Skins,0,CL
1740,Heading,0,CL
1740,Hoops,0,CL
1740,Logs (walnut),0,CL
1740,Peas,1,CL
1740,Pig iron,1491,CL
1740,Plank,2,CL
1740,Pork,114,CL
1740,Shingles,0,CL
1740,Staves,383,CL
1740,Tobacco,43,CL
1740,Tobacco,38641,CL
1740,Wax,0,CL
1740,Wheat,67,CL
1740,Wine,6,CL
1740,,,CL
1741,Beans,14,CL
1741,Corn,1155,CL
1741,Deer Skin,0,CL
1741,Deer Skins,0,CL
1741,Deer Skins,0,CL
1741,Heading,2,CL
1741,Hoops,0,CL
1741,Peas,20,CL
1741,Pig iron,1680,CL
1741,Plank,7,CL
1741,Pork,38,CL
1741,Pork,54,CL
1741,Pork,14,CL
1741,Rum,3,CL
1741,Skins,0,CL
1741,Staves,503,CL
1741,Tobacco,29,CL
1741,Tobacco,49904,CL
1741,Wheat,95,CL
1741,,,CL
1742,Beans,10,CL
1742,Corn,85,CL
1742,Deer Skins,0,CL
1742,Deer Skins,0,CL
1742,Heading,1,CL
1742,Hoops,0,CL
1742,Iron,2796,CL
1742,Logs,0,CL
1742,Logs,0,CL
1742,Logs (walnut),0,CL
1742,Logs (walnut),0,CL
1742,Peas,4,CL
1742,Pig iron,276,CL
1742,Plank,0,CL
1742,Plank,5,CL
1742,Planks,9,CL
1742,Pork,2,CL
1742,Pork,17,CL
