year,good,value,movement_type
sv,Cotton,0,EN
sv,Molasses,196,EN
sv,Molasses,144,EN
sv,Rum,21,EN
sv,Rum,280,EN
sv,Rum,135,EN
sv,Salt,1236,EN
sv,Sugar,63,EN
sv,Sugar,42,EN
sv,Sugar,231,EN
sv,Wine,59,EN
sv,Cheese,0,EN
sv,Indigo,0,EN
sv,Molasses,24,EN
sv,Molasses,14,EN
sv,Molasses,167,EN
sv,Rum,93,EN
sv,Rum,282,EN
sv,Rum,649,EN
sv,Salt,80,EN
sv,Sugar,72,EN
sv,Sugar,397,EN
sv,Sugar,337,EN
sv,Wine,28,EN
sv,Cotton,0,EN
sv,Molasses,41,EN
sv,Molasses,106,EN
sv,Molasses,11,EN
sv,Rum,207,EN
sv,Rum,312,EN
sv,Rum,186,EN
sv,Salt,124,EN
sv,Salt,522,EN
sv,Sugar,12,EN
sv,Sugar,105,EN
sv,Sugar,371,EN
sv,Sugar,101,EN
sv,Wine,3,EN
sv,Wrought iron,0,EN
sv,Cheese,0,EN
sv,Cotton,0,EN
sv,Molasses,1096,EN
sv,Molasses,184,EN
sv,Molasses,2348,EN
sv,Rum,109,EN
sv,Rum,67,EN
sv,Rum,234,EN
sv,Salt,153,EN
sv,Sugar,49,EN
sv,Sugar,115,EN
sv,Wine,1456,EN
sv,Cotton,13,EN
sv,Ginger,0,EN
sv,Molasses,30,EN
sv,Molasses,121,EN
sv,Molasses,3,EN
sv,Plank,1,EN
sv,Rum,243,EN
sv,Rum,687,EN
sv,Rum,84,EN
sv,Salt,5,EN
sv,Salt,369,EN
sv,Salt,3,EN
sv,Sugar,41,EN
sv,Sugar,38,EN
sv,Sugar,402,EN
sv,Wine,13,EN
sv,Cheese,0,EN
sv,Coffee,0,EN
sv,Coffee,0,EN
sv,Cotton,4,EN
sv,Cotton,33,EN
sv,Ginger,0,EN
sv,Indigo,0,EN
sv,Molasses,55,EN
sv,Molasses,245,EN
sv,Pimento,0,EN
sv,Pimento,0,EN
sv,Rum,955,EN
sv,Rum,264,EN
sv,Rum,149,EN
sv,Salt,385,EN
sv,Salt,14,EN
sv,Sugar,393,EN
sv,Sugar,12,EN
sv,Sugar,20,EN
sv,,,EN
sv,Beeswax,0,EN
sv,Cheese,0,EN
sv,Coffee,0,EN
sv,Cotton,0,EN
sv,Cotton,4,EN
sv,Molasses,77,EN
sv,Molasses,8,EN
sv,Molasses,265,EN
sv,Negroes,2627,EN
sv,Pork,3,EN
sv,Rice,0,EN
sv,Rum,199,EN
sv,Rum,659,EN
sv,Rum,69,EN
sv,Rum,31,EN
sv,Salt,0,EN
sv,Salt,294,EN
sv,Salt,16,EN
sv,Sugar,298,EN
sv,Sugar,40,EN
sv,Sugar,8,EN
sv,Wine,6,EN
sv,Wine,123,EN
1737,Cheese,0,EN
1737,Chocolate,0,EN
1737,Coffee,0,EN
1737,Loaf sugar,0,EN
1737,Molasses,184,EN
1737,Molasses,3,EN
1737,Negroes,3386,EN
1737,Pimento,0,EN
1737,Rum,85,EN
1737,Rum,425,EN
1737,Rum,41,EN
1737,Salt,9,EN
1737,Salt,700,EN
1737,Sugar,66,EN
1737,Sugar,553,EN
1737,Wine,1029,EN
1737,Wine,156,EN
1737,Wine,3,EN
1737,Wine,26,EN
1738,Cash,162,EN
1738,Cheese,0,EN
1738,Linen,0,EN
1738,Linen,0,EN
1738,Negroes,5008,EN
1738,Rum,60,EN
1738,Rum,30,EN
1738,Rum,21,EN
1738,Rum,547,EN
1738,Rum,17,EN
1738,Salt,474,EN
1738,Salt,0,EN
1738,Sugar,66,EN
1738,Sugar,101,EN
1739,Cheese,0,EN
1739,Coffee,0,EN
1739,Iron,1,EN
1739,Molasses,11,EN
1739,Molasses,194,EN
1739,Negroes,13799,EN
1739,Pepper,0,EN
1739,Pistoles,56,EN
1739,Rum,108,EN
1739,Rum,0,EN
1739,Rum,7,EN
1739,Rum,824,EN
1739,Salt,51,EN
1739,Salt,12,EN
1739,Sugar,0,EN
1739,Sugar,27,EN
1739,Sugar,24,EN
1739,Sugar,118,EN
1739,Sugar,10,EN
1739,Tobacco,1341,EN
1739,Wine,1552,EN
1739,Wine,57,EN
1739,Wine,13,EN
1740,Cheese,0,EN
1740,Cheese,0,EN
1740,Cotton,28,EN
1740,Flour,3,EN
1740,Ginger,0,EN
1740,Molasses,393,EN
1740,Molasses,15,EN
1740,Molasses,3,EN
1740,Molasses,30,EN
1740,Negroes,1839,EN
1740,Pimento,0,EN
1740,Plank,5,EN
1740,Rum,106,EN
1740,Rum,1,EN
1740,Rum,714,EN
1740,Rum,27,EN
1740,Rum,225,EN
1740,Rum,722,EN
1740,Salt,225,EN
1740,Salt,5,EN
1740,Sugar,0,EN
1740,Sugar,34,EN
1740,Sugar,67,EN
1740,Sugar,646,EN
1740,Sugar,13,EN
1740,Wine,0,EN
1741,Antigua currency,65,EN
1741,Cash,365,EN
1741,Cheese,0,EN
1741,Cheese,0,EN
1741,Cheese,0,EN
1741,Cheese,0,EN
1741,Chocolate,0,EN
1741,Cotton,81,EN
1741,Ginger,0,EN
1741,Ginger,0,EN
1741,Indigo,655,EN
1741,Loaf sugar,6,EN
1741,Loaf sugar,28,EN
1741,Loaf sugar,300,EN
1741,Loaf sugar,14,EN
1741,Loaf sugar,6,EN
1741,Molasses,23,EN
1741,Molasses,113,EN
1741,Molasses,31,EN
1741,Negroes,10815,EN
1741,Pepper,0,EN
1741,Pimento,0,EN
1741,Plank,54,EN
1741,Refined sugar,0,EN
1741,Refined sugar,28,EN
1741,Refined sugar,28,EN
1741,Rum,12,EN
1741,Rum,372,EN
1741,Rum,1579,EN
1741,Salt,58,EN
1741,Salt,545,EN
1741,Salt,9,EN
