year,good,value,movement_type
sv,Cheese,0,EN
sv,Clayed sugar,8,EN
sv,Cotton,0,EN
sv,Cotton,0,EN
sv,Cotton wool,0,EN
sv,Indigo,0,EN
sv,Molasses,105,EN
sv,Molasses,728,EN
sv,Molasses,1779,EN
sv,Pitch,13,EN
sv,Plank,36,EN
sv,Rum,133,EN
sv,Rum,4133,EN
sv,Rum,1085,EN
sv,Rum,26,EN
sv,Rum,150,EN
sv,Rum,2135,EN
sv,Salt,53,EN
sv,Salt,1264,EN
sv,Spirits,0,EN
sv,Sugar,1474,EN
sv,Sugar,13,EN
sv,Sugar,81,EN
sv,Sugar,18,EN
sv,Sugar,70,EN
sv,Tar,109,EN
sv,White sugar,32,EN
sv,White sugar,0,EN
sv,Wine,33,EN
sv,Beans,#VALUE!,EN
sv,Beeswax,0,EN
sv,Cheese,0,EN
sv,Chocolate,0,EN
sv,Cotton,0,EN
sv,Cotton,0,EN
sv,Cotton,0,EN
sv,Indigo,0,EN
sv,Indigo,0,EN
sv,Molasses,1551,EN
sv,Negroes,1938,EN
sv,Pepper,0,EN
sv,Pimento,0,EN
sv,Pork,422,EN
sv,Rum,11059,EN
sv,Salt,1812,EN
sv,Spirits,3,EN
sv,Sugar,3845,EN
sv,Sugar,392,EN
sv,Sugar,254,EN
sv,Wine,21,EN
sv,Wine,184,EN
sv,Beef,1,EN
sv,Beeswax,0,EN
sv,Cheese,0,EN
sv,Convicts,696,EN
sv,Cotton,0,EN
sv,Deer Skin,0,EN
sv,Ginger,0,EN
sv,Indigo,0,EN
sv,Indigo,0,EN
sv,Molasses,876,EN
sv,Negroes,191,EN
sv,Peas,1,EN
sv,Pitch,3,EN
sv,Plank,1,EN
sv,Pork,212,EN
sv,Rum,5611,EN
sv,Salt,1833,EN
sv,Sugar,153,EN
sv,Sugar,1122,EN
sv,Sugar,293,EN
sv,Tar,5,EN
sv,Tobacco,5,EN
sv,Wine,1110,EN
sv,Chocolate,0,EN
sv,Coffee,0,EN
sv,Cotton,0,EN
sv,Ginger,0,EN
sv,Molasses,15,EN
sv,Molasses,2050,EN
sv,Molasses,3,EN
sv,Molasses,77,EN
sv,Molasses,128,EN
sv,Rum,7622,EN
sv,Salt,1066,EN
sv,Salt,2,EN
sv,Sugar,3229,EN
sv,Sugar,111,EN
sv,Wine,849,EN
sv,Cheese,0,EN
sv,Cotton,119,EN
sv,Ginger,0,EN
sv,Indigo,0,EN
sv,Molasses,264,EN
sv,Molasses,24,EN
sv,Molasses,0,EN
sv,Molasses,1847,EN
sv,Negroes,249,EN
sv,Pimento,0,EN
sv,Pimento,0,EN
sv,Rum,9652,EN
sv,Salt,1553,EN
sv,Spirits,5,EN
sv,Sugar,52,EN
sv,Sugar,354,EN
sv,Sugar,1983,EN
sv,Sugar,43,EN
sv,Wine,1297,EN
1733,Beeswax,0,EN
1733,Cotton,73,EN
1733,Ginger,0,EN
1733,Molasses,89,EN
1733,Molasses,164,EN
1733,Molasses,1347,EN
1733,Negroes,3571,EN
1733,Pimento,0,EN
1733,Pimento,0,EN
1733,Pimento,0,EN
1733,Pork,179,EN
1733,Rum,23,EN
1733,Rum,8780,EN
1733,Salt,610,EN
1733,Sugar,354,EN
1733,Sugar,2379,EN
1733,Sugar,850,EN
1733,Wine,6,EN
1733,Wine,2235,EN
1734,Beef,1,EN
1734,Beeswax,0,EN
1734,Beeswax,0,EN
1734,Bread,9,EN
1734,Cotton,21,EN
1734,Deer Skin,0,EN
1734,Flour,5,EN
1734,Ginger,0,EN
1734,Iron,0,EN
1734,Molasses,4,EN
1734,Molasses,214,EN
1734,Molasses,1363,EN
1734,Negroes,11100,EN
1734,Pimento,0,EN
1734,Pitch,3,EN
1734,Plank,2,EN
1734,Planks,0,EN
1734,Pork,128,EN
1734,Pork,3,EN
1734,Rice,0,EN
1734,Rum,6409,EN
1734,Rum,209,EN
1734,Salt,1185,EN
1734,Sugar,2176,EN
1734,Sugar,50,EN
1734,Sugar,57,EN
1734,Sugar,551,EN
1734,Tar,13,EN
1734,Wine,3,EN
1734,Wine,6,EN
1734,Wine,2195,EN
1736,Beeswax,0,EN
1736,Bread,59,EN
1736,Cheese,0,EN
1736,Cotton,106,EN
1736,Flour,90,EN
1736,Ginger,0,EN
1736,Molasses,1955,EN
1736,Negroes,7031,EN
1736,Pimento,0,EN
1736,Rum,11824,EN
1736,Salt,1476,EN
1736,Sugar,35,EN
1736,Sugar,492,EN
1736,Sugar,2525,EN
1736,Wine,16,EN
1736,Wine,3,EN
1736,Wine,3684,EN
1736,Wine,103,EN
1737,Beef,32,EN
1737,Bread,44,EN
1737,Bread,42,EN
1737,Bread,4,EN
1737,Cheese,0,EN
1737,Cheese,0,EN
1737,Cotton,208,EN
1737,Flour,153,EN
1737,Furs,0,EN
1737,Ginger,0,EN
1737,Indigo,114,EN
1737,Iron,0,EN
1737,Molasses,2769,EN
1737,Negroes,1480,EN
1737,Pimento,0,EN
1737,Pimento,0,EN
1737,Pimento,0,EN
1737,Pitch/tar,33,EN
1737,Rum,9061,EN
1737,Salt,1499,EN
1737,Sugar,0,EN
1737,Sugar,1626,EN
1737,Wine,1129,EN
1737,Wine,21,EN
1737,Wine,3,EN
1737,Wine,25,EN
1738,Cheese,0,EN
1738,Cotton,16,EN
1738,Deer Skin,0,EN
1738,Ginger,0,EN
1738,Ginger,0,EN
1738,Linen,0,EN
1738,Molasses,2773,EN
1738,Negroes,6820,EN
1738,Pimento,0,EN
1738,Pimento,0,EN
1738,Rice,0,EN
1738,Rum,10366,EN
1738,Salt,1635,EN
1738,Sugar,1831,EN
1738,Tar,13,EN
1738,Turpentine,60,EN
1738,Wine,3,EN
1738,Wine,3,EN
1738,Wine,3003,EN
1738,Wine,7,EN
1739,Beef,45,EN
1739,Beeswax,0,EN
1739,Bread,0,EN
1739,Cheese,0,EN
1739,Chocolate,0,EN
1739,Cotton,27,EN
1739,Flax,0,EN
1739,Flour,0,EN
1739,Flour and biscuit,10,EN
1739,Ginger,0,EN
1739,Ginger,0,EN
1739,Indigo,0,EN
1739,Molasses,2102,EN
1739,Negroes,1812,EN
1739,Plank,0,EN
1739,Pork,139,EN
1739,Rum,8746,EN
1739,Salt,255,EN
1739,Sugar,2014,EN
1739,Tar,110,EN
1739,Wine,0,EN
1739,Wine,60,EN
1739,Wine,95,EN
1739,Wine,2378,EN
1740,Bread,0,EN
1740,Cheese,0,EN
1740,Cheese,0,EN
1740,Chocolate,0,EN
1740,Convicts,1017,EN
1740,Cotton,0,EN
1740,Cotton,47,EN
1740,Indigo,0,EN
1740,Indigo,40,EN
1740,Loaf sugar,6,EN
1740,Molasses,3468,EN
1740,Negroes,8152,EN
1740,Pork,82,EN
1740,Refined sugar,9,EN
1740,Rice,0,EN
1740,Rum,12832,EN
1740,Salt,1651,EN
1740,Sugar,0,EN
1740,Sugar,2315,EN
1740,Tar,19,EN
1740,Turpentine,12,EN
1740,Wine,439,EN
1740,Wine,223,EN
1741,Beef,76,EN
1741,Beeswax,0,EN
1741,Bread,47,EN
1741,Cheese,0,EN
1741,Cheese,0,EN
1741,Chocolate,0,EN
1741,Cotton,149,EN
1741,Cotton,24,EN
1741,Deer Skin,0,EN
1741,Indigo,7,EN
1741,Indigo,0,EN
1741,Linen,0,EN
1741,Linen,0,EN
1741,Loaf sugar,19,EN
1741,Loaf sugar,37,EN
1741,Molasses,2033,EN
1741,Negroes,3783,EN
1741,Pimento,0,EN
1741,Rice,0,EN
1741,Rice,0,EN
1741,Rice,0,EN
1741,Rum,0,EN
1741,Rum,16789,EN
1741,Salt,2609,EN
1741,Servants,465,EN
1741,Sugar,3434,EN
1741,Tar,111,EN
1741,Turpentine,77,EN
1741,Wine,26,EN
1741,Wine,22,EN
1741,Wine,5721,EN
1742,Bar iron,2,EN
1742,Bread,0,EN
1742,Cheese,0,EN
1742,Cheese,0,EN
1742,Cheese,0,EN
1742,Chocolate,0,EN
1742,Coffee,0,EN
1742,Cotton,170,EN
1742,Cotton,4,EN
1742,Cotton wool,19,EN
1742,Flour,10,EN
1742,Ginger,0,EN
1742,Ginger,0,EN
1742,Linen,0,EN
1742,Linen,0,EN
1742,Loaf sugar,10,EN
1742,Molasses,1343,EN
1742,Negroes,4609,EN
1742,Pimento,0,EN
1742,Rice,0,EN
1742,Rum,13751,EN
1742,Salt,5283,EN
1742,Servants,252,EN
1742,Spirits,7,EN
1742,Sugar,23,EN
1742,Sugar,2928,EN
1742,Wine,275,EN
1742,Wine,8,EN
1742,Wine,15,EN
1742,Wine,1895,EN
1743,Biscuit,1,EN
1743,Bread,20,EN
1743,Bread,1019,EN
1743,Cheese,0,EN
1743,Cheese,0,EN
1743,Cheese,0,EN
1743,Cheese,0,EN
1743,Chocolate,0,EN
1743,Chocolate,0,EN
1743,Coffee,0,EN
1743,Corn,161,EN
1743,Cotton,45,EN
1743,Cotton,243,EN
1743,Flour,250,EN
1743,Ginger,0,EN
1743,Ginger,0,EN
1743,Indigo,4,EN
1743,Iron,1,EN
1743,Iron,0,EN
1743,Loaf sugar,40,EN
1743,Molasses,2317,EN
1743,Negroes,2111,EN
1743,Peas,6,EN
1743,Pimento,0,EN
1743,Pimento,0,EN
1743,Pimento,0,EN
1743,Pimento,0,EN
1743,Plank,4,EN
1743,Potatoes,0,EN
1743,Refined sugar,331,EN
1743,Rice,0,EN
1743,Rum,3513,EN
1743,Rum,21231,EN
1743,Salt,2469,EN
1743,Sugar,3699,EN
1743,Wine,8,EN
1743,Wine,17,EN
1743,Wine,1868,EN
1743,Wine,43,EN
1744,Beef,38,EN
1744,Bread,0,EN
1744,Cheese,0,EN
1744,Cheese,0,EN
1744,Chocolate,0,EN
1744,Chocolate,0,EN
1744,Coffee,0,EN
1744,Coffee,0,EN
1744,Coffee,0,EN
1744,Coffee,0,EN
1744,Coffee,0,EN
1744,Cotton,17,EN
1744,Cotton,0,EN
1744,Cotton,36,EN
1744,Deer Skin,0,EN
1744,Flour,48,EN
1744,Ginger,0,EN
1744,Indigo,0,EN
1744,Indigo,10,EN
1744,Loaf sugar,5,EN
1744,Loaf sugar,20,EN
1744,Molasses,2228,EN
1744,Negroes,5618,EN
1744,Pimento,0,EN
1744,Pimento,0,EN
1744,Pimento,0,EN
1744,Pitch,17,EN
1744,Pork,220,EN
1744,Rum,20104,EN
1744,Salt,1990,EN
1744,Sugar,3952,EN
1744,Wine,2756,EN
1744,Wine,4,EN
1744,Wine,7,EN
1744,Wine,275,EN
1745,Bread,74,EN
1745,Cheese,0,EN
1745,Chocolate,0,EN
1745,Clayed sugar,18,EN
1745,Clayed sugar,18,EN
1745,Coffee,0,EN
1745,Coffee,0,EN
1745,Coffee,0,EN
1745,Cotton,9,EN
1745,Flour,57,EN
1745,Flour and biscuit,10,EN
1745,Ginger,0,EN
1745,Ginger,0,EN
1745,Indigo,63,EN
1745,Iron,18,EN
1745,Loaf sugar,18,EN
1745,Loaf sugar,134,EN
1745,Loaf sugar,250,EN
1745,Molasses,2315,EN
1745,Negroes,4345,EN
1745,Plank,2,EN
1745,Refined sugar,107,EN
1745,Rice,75,EN
1745,Rum,18551,EN
1745,Salt,2099,EN
1745,Spirits,9,EN
1745,Sugar,4246,EN
1745,Sugar,122,EN
1745,Sugar,109,EN
1745,Tar,25,EN
1745,Turpentine,60,EN
1745,White sugar,121,EN
1745,Wine,0,EN
1745,Wine,0,EN
1745,Wine,0,EN
1745,Wine,0,EN
1745,Wine,55,EN
1745,Wine,5613,EN
1745,Wine,83,EN
1745,Wine,968,EN
1745,Wine,3556,EN
1746,Bread,164,EN
1746,Cheese,0,EN
1746,Chocolate,0,EN
1746,Clayed sugar,13,EN
1746,Coffee,0,EN
1746,Coffee,0,EN
1746,Coffee,0,EN
1746,Coffee,0,EN
1746,Cotton,2380,EN
1746,Flour,45,EN
1746,Ginger,0,EN
1746,Iron,6,EN
1746,Loaf sugar,35,EN
1746,Loaf sugar,96,EN
1746,Molasses,7,EN
1746,Molasses,380,EN
1746,Negroes,6705,EN
1746,Plank,91,EN
1746,Rum,19305,EN
1746,Salt,5,EN
1746,Salt,1755,EN
1746,Spirits,9,EN
1746,Sugar,1891,EN
1746,Sugar,397,EN
1746,Wine,0,EN
1746,Wine,0,EN
1746,Wine,0,EN
1746,Wine,102,EN
1746,Wine,1846,EN
1746,Wine,3213,EN
1746,Wine,121,EN
1749,Bread,683,EN
1749,Cheese,0,EN
1749,Chocolate,0,EN
1749,Coffee,0,EN
1749,Cotton,135,EN
1749,Flour,40,EN
1749,Ginger,0,EN
1749,Indigo,0,EN
1749,Indigo,5,EN
1749,Iron,1,EN
