year,WI,NA,GB,IRE,NEU,SEU,AFR,UNK,TOTAL,region,Total,Page,INDEX
1742,4138.0,5389.0,264.0,0.0,0.0,1919.0,0.0,0.0,,ANNAEN,11710.0,,
1743,4594.0,8834.0,130.0,0.0,0.0,867.0,6612.0,0.0,,ANNAEN,21037.0,,
1744,5728.0,2959.0,0.0,0.0,0.0,1266.0,5122.0,0.0,,ANNAEN,15075.0,,
1745,6824.0,3649.0,0.0,0.0,0.0,1450.0,0.0,0.0,,ANNAEN,11923.0,,
1746,5566.0,4452.0,0.0,0.0,0.0,1313.0,8831.0,0.0,,ANNAEN,20162.0,,
1747,6185.0,4058.0,0.0,0.0,0.0,1483.0,0.0,0.0,,ANNAEN,11726.0,,
1748,6803.0,3664.0,0.0,0.0,0.0,1654.0,0.0,0.0,,ANNAEN,12121.0,,
1749,2611.0,4846.0,9360.0,0.0,0.0,659.0,0.0,0.0,,ANNAEN,17476.0,17476.0,
1750,3606.0,1239.0,1982.0,0.0,0.0,1409.0,0.0,0.0,,ANNAEN,8236.0,8236.0,
1751,15746.0,1321.0,69.0,0.0,0.0,217.0,0.0,0.0,,ANNAEN,17353.0,17353.0,
1752,7455.0,2756.0,1460.0,49.0,0.0,0.0,1381.0,0.0,,ANNAEN,13101.0,13101.0,
1753,3996.0,2805.0,4622.0,2816.0,0.0,0.0,0.0,98.0,,ANNAEN,14337.0,14337.0,
1754,5952.0,46752.0,2035.0,469.0,0.0,503.0,0.0,0.0,,ANNAEN,55711.0,55711.0,
1755,5550.0,2218.0,6873.0,445.0,0.0,709.0,0.0,0.0,,ANNAEN,15795.0,15795.0,
1756,5986.0,1203.0,4562.0,60.0,0.0,0.0,2979.0,0.0,,ANNAEN,14790.0,14896.0,
1757,4448.0,2127.0,5146.0,0.0,0.0,0.0,0.0,0.0,,ANNAEN,11721.0,11721.0,
1758,10074.0,912.0,2520.0,0.0,0.0,427.0,0.0,0.0,,ANNAEN,13933.0,13933.0,
1759,8047.0,1922.0,4552.0,0.0,0.0,1548.0,8037.0,0.0,,ANNAEN,24106.0,24106.0,
1760,9745.0,3276.0,3014.0,0.0,0.0,448.0,11858.0,0.0,,ANNAEN,28341.0,28341.0,
1761,6293.0,8115.0,2518.0,187.0,0.0,3008.0,3917.0,0.0,,ANNAEN,24038.0,24038.0,
1762,7403.0,4924.0,2926.0,0.0,0.0,0.0,2849.0,0.0,,ANNAEN,18102.0,18102.0,
1763,25755.0,5604.0,1175.0,0.0,0.0,3273.0,17474.0,1394.0,,ANNAEN,54675.0,54675.0,
1764,18014.0,5932.0,2995.0,694.0,0.0,389.0,2814.0,0.0,,ANNAEN,30838.0,30838.0,
1765,5950.0,7758.0,6598.0,707.0,0.0,1007.0,0.0,0.0,,ANNAEN,22020.0,22020.0,
1766,8030.0,5030.0,10477.0,1529.0,0.0,321.0,973.0,0.0,,ANNAEN,26360.0,26360.0,
1767,8938.0,5627.0,8019.0,2388.0,0.0,563.0,3452.0,0.0,,ANNAEN,28987.0,28987.0,
1768,9140.0,5897.0,11646.0,1717.0,0.0,883.0,4607.0,0.0,,ANNAEN,33890.0,33890.0,
1769,10510.0,20942.0,8227.0,3588.0,0.0,1534.0,0.0,0.0,,ANNAEN,44801.0,44801.0,
1770,14804.0,11578.0,7220.0,7221.0,0.0,986.0,0.0,0.0,,ANNAEN,41809.0,41809.0,
1771,15313.0,10843.0,5137.0,8530.0,0.0,1780.0,0.0,0.0,,ANNAEN,41603.0,41603.0,
1725,8130.0,1785.0,0.0,1000.0,0.0,2795.0,14567.0,0.0,28277.0,YORKEN,,28277.0,
1726,4894.0,1281.0,185.0,0.0,0.0,454.0,36995.0,586.0,44395.0,YORKEN,,44395.0,
1727,4841.0,1264.0,384.0,0.0,0.0,582.0,0.0,0.0,7070.0,YORKEN,,36913.0,
1728,4787.0,1246.0,583.0,0.0,0.0,711.0,0.0,0.0,7327.0,YORKEN,,29430.0,
1729,4734.0,1229.0,782.0,0.0,0.0,839.0,0.0,0.0,7583.0,YORKEN,,21948.0,
1730,4680.0,1211.0,981.0,0.0,0.0,967.0,6626.0,0.0,14465.0,YORKEN,,14465.0,
1731,4728.0,1075.0,0.0,0.0,0.0,1105.0,0.0,0.0,6908.0,YORKEN,,22722.0,
1732,4776.0,939.0,0.0,0.0,0.0,1243.0,24021.0,0.0,30979.0,YORKEN,,30979.0,
1733,7119.0,1043.0,0.0,0.0,0.0,1041.0,13058.0,0.0,22261.0,YORKEN,,22261.0,
1734,5060.0,1654.0,0.0,0.0,0.0,1967.0,0.0,0.0,8680.0,YORKEN,,24802.0,
1735,3000.0,2265.0,0.0,0.0,0.0,2892.0,19185.0,0.0,27342.0,YORKEN,,27342.0,
1736,2021.0,488.0,0.0,0.0,0.0,1928.0,32098.0,0.0,36535.0,YORKEN,,36535.0,
1737,2728.0,176.0,714.0,0.0,0.0,1941.0,22459.0,0.0,28018.0,YORKEN,,28018.0,
1738,1799.0,439.0,0.0,0.0,0.0,2107.0,14332.0,0.0,18677.0,YORKEN,,18677.0,
1739,2924.0,3041.0,64.0,0.0,0.0,3335.0,15398.0,0.0,24762.0,YORKEN,,24762.0,
1740,14923.0,746.0,0.0,0.0,0.0,2164.0,16250.0,0.0,34083.0,YORKEN,,34083.0,
1741,3435.0,742.0,1724.0,0.0,0.0,5984.0,4502.0,0.0,16387.0,YORKEN,,16387.0,
1742,3751.0,1437.0,268.0,0.0,0.0,2925.0,29171.0,0.0,37552.0,YORKEN,,37552.0,
1743,7764.0,960.0,0.0,0.0,0.0,0.0,34361.0,0.0,43085.0,YORKEN,,43085.0,
1744,5433.0,972.0,637.0,0.0,0.0,4186.0,6425.0,0.0,17653.0,YORKEN,,17653.0,
1745,2733.0,1020.0,611.0,0.0,0.0,1462.0,11547.0,0.0,17373.0,YORKEN,,17373.0,
1746,4859.0,1182.0,505.0,0.0,0.0,2551.0,0.0,0.0,9097.0,YORKEN,,21920.0,
1747,6985.0,1344.0,399.0,0.0,0.0,3640.0,0.0,0.0,12367.0,YORKEN,,26466.0,
1748,9111.0,1505.0,293.0,0.0,0.0,4728.0,0.0,0.0,15638.0,YORKEN,,31013.0,
1749,11237.0,1667.0,187.0,325.0,0.0,5817.0,16326.0,0.0,35559.0,YORKEN,,35559.0,
1750,4705.0,603.0,0.0,0.0,0.0,3264.0,0.0,0.0,8572.0,YORKEN,,8572.0,
1751,11412.0,1347.0,769.0,0.0,0.0,2117.0,10577.0,0.0,26222.0,YORKEN,,26222.0,
1752,10201.0,645.0,413.0,493.0,0.0,622.0,47948.0,0.0,60322.0,YORKEN,,60322.0,
1753,8654.0,1320.0,447.0,0.0,0.0,1534.0,0.0,0.0,11954.0,YORKEN,,36175.0,
1754,7106.0,1994.0,481.0,0.0,0.0,2446.0,0.0,0.0,12027.0,YORKEN,,12027.0,
1755,10483.0,3154.0,232.0,0.0,0.0,0.0,0.0,0.0,13869.0,YORKEN,,13869.0,
1756,5183.0,523.0,109.0,0.0,0.0,494.0,0.0,0.0,6309.0,YORKEN,,6309.0,
1757,4489.0,456.0,118.0,0.0,0.0,1315.0,0.0,0.0,6377.0,YORKEN,,6377.0,
1758,3794.0,389.0,126.0,0.0,0.0,2135.0,0.0,0.0,6444.0,YORKEN,,6444.0,
1759,6934.0,807.0,0.0,0.0,0.0,1068.0,0.0,0.0,8808.0,YORKEN,,8871.0,
1760,10074.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,11298.0,YORKEN,,11298.0,
1761,7186.0,1469.0,0.0,0.0,0.0,2587.0,7367.0,0.0,18609.0,YORKEN,,18609.0,
1762,2958.0,2037.0,0.0,0.0,0.0,1312.0,2279.0,0.0,8586.0,YORKEN,,8586.0,
1763,3701.0,1841.0,0.0,0.0,0.0,1666.0,0.0,0.0,7208.0,YORKEN,,8474.0,
1764,4444.0,1644.0,253.0,0.0,0.0,2020.0,0.0,0.0,8361.0,YORKEN,,8361.0,
1765,4097.0,3304.0,0.0,0.0,0.0,2498.0,0.0,0.0,9899.0,YORKEN,,9899.0,
1766,4383.0,3130.0,0.0,0.0,0.0,2336.0,0.0,0.0,9849.0,YORKEN,,10515.0,
1767,4669.0,2956.0,0.0,0.0,0.0,2174.0,0.0,0.0,9799.0,YORKEN,,11131.0,
1768,4955.0,2782.0,1998.0,0.0,0.0,2012.0,0.0,0.0,11747.0,YORKEN,,11747.0,
1769,3278.0,2680.0,33.0,0.0,0.0,3244.0,0.0,0.0,9235.0,YORKEN,,9235.0,
1770,3685.0,3388.0,0.0,0.0,0.0,1622.0,0.0,0.0,8695.0,YORKEN,,8759.0,
1771,4091.0,4096.0,0.0,0.0,0.0,0.0,0.0,96.0,8283.0,YORKEN,,8283.0,
1725,476.0,729.0,174.0,0.0,0.0,0.0,0.0,227.0,,OXFOEN,1606.0,,
1726,868.0,827.0,0.0,0.0,0.0,11.0,0.0,51.0,,OXFOEN,1756.0,,
1727,362.0,696.0,270.0,0.0,0.0,95.0,0.0,39.0,,OXFOEN,1462.0,,
1728,453.0,738.0,222.0,0.0,0.0,78.0,0.0,0.0,,OXFOEN,1491.0,,
1729,544.0,780.0,174.0,0.0,0.0,61.0,0.0,0.0,,OXFOEN,1559.0,,
1730,634.0,822.0,126.0,0.0,0.0,172.0,0.0,0.0,,OXFOEN,1754.0,,
1731,710.0,564.0,77.0,0.0,0.0,87.0,0.0,0.0,,OXFOEN,1437.0,,
1732,804.0,435.0,77.0,0.0,0.0,141.0,0.0,0.0,,OXFOEN,1457.0,,
1733,899.0,282.0,77.0,0.0,0.0,361.0,389.0,0.0,,OXFOEN,2006.0,,
1734,856.0,542.0,0.0,0.0,0.0,329.0,1970.0,0.0,,OXFOEN,3697.0,,
1735,874.0,446.0,0.0,0.0,0.0,438.0,0.0,0.0,,OXFOEN,1759.0,,
1736,893.0,351.0,0.0,0.0,0.0,546.0,1596.0,0.0,,OXFOEN,3386.0,,
1737,765.0,480.0,0.0,0.0,0.0,239.0,847.0,0.0,,OXFOEN,2330.0,,
1738,972.0,628.0,0.0,0.0,0.0,369.0,1199.0,0.0,,OXFOEN,3168.0,,
1739,712.0,649.0,0.0,0.0,0.0,288.0,3437.0,0.0,,OXFOEN,5086.0,,
1740,1224.0,790.0,254.0,0.0,0.0,57.0,879.0,0.0,,OXFOEN,3205.0,,
1741,1232.0,1302.0,0.0,116.0,0.0,540.0,2584.0,0.0,,OXFOEN,5775.0,,
1742,1034.0,1347.0,66.0,0.0,0.0,480.0,0.0,0.0,,OXFOEN,2927.0,,
1743,1646.0,2415.0,439.0,0.0,0.0,0.0,799.0,0.0,,OXFOEN,5299.0,5299.0,
1744,952.0,865.0,1971.0,0.0,0.0,449.0,0.0,0.0,,OXFOEN,4237.0,4237.0,
1745,558.0,1307.0,1403.0,260.0,0.0,0.0,0.0,0.0,,OXFOEN,3528.0,3528.0,
1746,1639.0,720.0,605.0,2080.0,0.0,0.0,0.0,0.0,,OXFOEN,5044.0,5044.0,
1747,1528.0,1288.0,1963.0,1387.0,0.0,110.0,0.0,0.0,,OXFOEN,6275.0,,
1748,1417.0,1855.0,3322.0,693.0,0.0,220.0,0.0,0.0,,OXFOEN,7507.0,,
1749,1306.0,2423.0,4680.0,0.0,0.0,330.0,0.0,0.0,,OXFOEN,8738.0,,
1750,1803.0,620.0,991.0,0.0,0.0,705.0,0.0,0.0,,OXFOEN,4118.0,,
1751,7873.0,661.0,35.0,0.0,0.0,109.0,0.0,0.0,,OXFOEN,8677.0,,
1752,3728.0,1378.0,730.0,25.0,0.0,0.0,691.0,0.0,,OXFOEN,6551.0,,
1753,1998.0,1403.0,2311.0,1408.0,0.0,0.0,0.0,49.0,,OXFOEN,7169.0,,
1754,2976.0,23376.0,1018.0,235.0,0.0,252.0,0.0,0.0,,OXFOEN,27856.0,,
1755,2775.0,1109.0,3437.0,223.0,0.0,355.0,0.0,0.0,,OXFOEN,7898.0,,
1756,2993.0,602.0,2281.0,30.0,0.0,0.0,1490.0,0.0,,OXFOEN,7395.0,,
1757,2224.0,1064.0,2573.0,0.0,0.0,0.0,0.0,0.0,,OXFOEN,5861.0,,
1758,5037.0,456.0,1260.0,0.0,0.0,214.0,0.0,0.0,,OXFOEN,6967.0,,
1759,4024.0,961.0,2276.0,0.0,0.0,774.0,4019.0,0.0,,OXFOEN,12053.0,,
1760,4873.0,1638.0,1507.0,0.0,0.0,224.0,5929.0,0.0,,OXFOEN,14171.0,,
1761,2767.0,8891.0,0.0,0.0,0.0,0.0,0.0,0.0,,OXFOEN,11658.0,11658.0,
1762,2479.0,4183.0,0.0,0.0,0.0,0.0,0.0,0.0,,OXFOEN,6662.0,6662.0,
1763,1055.0,1574.0,778.0,0.0,0.0,0.0,176.0,0.0,,OXFOEN,3583.0,3583.0,
1764,2318.0,4555.0,0.0,720.0,0.0,468.0,0.0,0.0,,OXFOEN,8061.0,8061.0,
1765,1486.0,5470.0,67.0,0.0,0.0,259.0,0.0,0.0,,OXFOEN,7282.0,7282.0,
1766,1965.0,1176.0,335.0,695.0,0.0,0.0,0.0,0.0,,OXFOEN,4171.0,4171.0,
1767,1729.0,1593.0,716.0,0.0,0.0,0.0,0.0,0.0,,OXFOEN,4038.0,4038.0,
1768,2502.0,2976.0,1802.0,202.0,0.0,421.0,0.0,0.0,,OXFOEN,7903.0,7903.0,
1769,1110.0,3313.0,5292.0,0.0,0.0,0.0,0.0,0.0,,OXFOEN,9715.0,9715.0,
1770,2288.0,2138.0,0.0,961.0,0.0,0.0,4760.0,0.0,,OXFOEN,10147.0,10147.0,
1771,1870.0,1135.0,471.0,1019.0,0.0,0.0,3993.0,0.0,,OXFOEN,8488.0,8488.0,
1725,198.0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,2407.0,JRUPEN,,2407.0,
1726,1466.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,2143.0,JRUPEN,,2143.0,
1727,853.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,2101.0,JRUPEN,,2101.0,
1728,784.0,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,2852.0,JRUPEN,,3338.0,
1729,714.0,2889.0,0.0,0.0,0.0,0.0,0.0,0.0,3604.0,JRUPEN,,4574.0,
1730,645.0,3710.0,0.0,0.0,0.0,1456.0,0.0,0.0,5811.0,JRUPEN,,5811.0,
1731,787.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,2053.0,JRUPEN,,2053.0,
1732,1211.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.0,JRUPEN,,2529.0,
1733,1656.0,1184.0,0.0,0.0,0.0,1887.0,0.0,0.0,4727.0,JRUPEN,,4727.0,
1734,1430.0,1126.0,0.0,0.0,0.0,1810.0,0.0,0.0,4365.0,JRUPEN,,5212.0,
1735,1203.0,1068.0,0.0,0.0,0.0,1733.0,0.0,0.0,4004.0,JRUPEN,,5697.0,
1736,977.0,1009.0,0.0,0.0,0.0,1656.0,0.0,0.0,3642.0,JRUPEN,,6181.0,
1737,750.0,951.0,0.0,0.0,0.0,1579.0,3386.0,0.0,6666.0,JRUPEN,,6666.0,
1738,799.0,289.0,0.0,0.0,0.0,603.0,4795.0,0.0,6486.0,JRUPEN,,6486.0,
1739,727.0,2110.0,0.0,0.0,0.0,1622.0,13746.0,0.0,18205.0,JRUPEN,,18205.0,
1740,2184.0,1195.0,0.0,0.0,0.0,70.0,1652.0,0.0,5101.0,JRUPEN,,5101.0,
1741,855.0,4464.0,0.0,0.0,0.0,0.0,10336.0,0.0,15655.0,JRUPEN,,15655.0,
1742,3468.0,2149.0,12.0,0.0,0.0,0.0,0.0,0.0,5629.0,JRUPEN,,5629.0,
1743,1655.0,582.0,0.0,0.0,0.0,0.0,6612.0,0.0,8849.0,JRUPEN,,8849.0,
1744,18.0,273.0,0.0,0.0,0.0,0.0,5122.0,0.0,5413.0,JRUPEN,,5413.0,
1745,986.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0,JRUPEN,,1766.0,
1746,257.0,424.0,0.0,0.0,0.0,429.0,17662.0,0.0,18772.0,JRUPEN,,18772.0,
1747,373.0,283.0,0.0,0.0,0.0,446.0,0.0,0.0,1102.0,JRUPEN,,23363.0,
1748,490.0,141.0,0.0,0.0,0.0,462.0,0.0,0.0,1093.0,JRUPEN,,27953.0,
1749,606.0,0.0,0.0,0.0,0.0,479.0,31459.0,0.0,32544.0,JRUPEN,,32544.0,
1750,4800.0,43.0,0.0,0.0,0.0,540.0,19337.0,0.0,24720.0,JRUPEN,,24720.0,
1751,5450.0,642.0,0.0,0.0,0.0,462.0,0.0,0.0,6554.0,JRUPEN,,30813.0,
1752,6100.0,1241.0,0.0,0.0,0.0,384.0,29181.0,0.0,36906.0,JRUPEN,,36906.0,
1753,5830.0,1173.0,0.0,0.0,0.0,579.0,0.0,0.0,7581.0,JRUPEN,,26144.0,
1754,5560.0,1104.0,0.0,0.0,0.0,773.0,7944.0,0.0,15381.0,JRUPEN,,15381.0,
1755,5145.0,759.0,0.0,0.0,0.0,1073.0,0.0,0.0,6977.0,JRUPEN,,10949.0,
1756,4730.0,414.0,0.0,0.0,0.0,1373.0,0.0,0.0,6517.0,JRUPEN,,6517.0,
1757,4249.0,1337.0,0.0,0.0,0.0,953.0,0.0,0.0,6538.0,JRUPEN,,6538.0,
1758,3767.0,2259.0,0.0,0.0,0.0,533.0,0.0,0.0,6559.0,JRUPEN,,6559.0,
1759,2706.0,1755.0,0.0,0.0,0.0,2079.0,0.0,0.0,6539.0,JRUPEN,,21620.0,
1760,1645.0,1250.0,0.0,0.0,0.0,3624.0,30162.0,0.0,36681.0,JRUPEN,,36681.0,
1761,4505.0,2606.0,0.0,0.0,0.0,1833.0,7656.0,0.0,16600.0,JRUPEN,,16600.0,
1762,5446.0,5814.0,0.0,0.0,0.0,,36144.0,0.0,47404.0,JRUPEN,,47404.0,
1763,3424.0,7942.0,0.0,0.0,0.0,909.0,31926.0,0.0,44201.0,JRUPEN,,44201.0,
1764,1301.0,3503.0,2036.0,0.0,0.0,1308.0,19489.0,0.0,27637.0,JRUPEN,,27637.0,
1765,4258.0,5386.0,296.0,0.0,0.0,0.0,0.0,0.0,9940.0,JRUPEN,,9940.0,
1766,6809.0,1866.0,0.0,0.0,0.0,837.0,10387.0,0.0,19899.0,JRUPEN,,19899.0,
1767,8549.0,2842.0,0.0,0.0,0.0,777.0,0.0,0.0,12168.0,JRUPEN,,21335.0,
1768,10289.0,3818.0,0.0,0.0,0.0,717.0,7947.0,0.0,22771.0,JRUPEN,,22771.0,
1769,8468.0,6385.0,0.0,0.0,0.0,257.0,12438.0,0.0,27548.0,JRUPEN,,27548.0,
1770,9097.0,29316.0,0.0,0.0,0.0,1042.0,0.0,0.0,39454.0,JRUPEN,,45726.0,
1771,9725.0,52247.0,105.0,0.0,0.0,1826.0,0.0,0.0,63903.0,JRUPEN,,63903.0,
