,year,origin,origin_lat,origin_long,dest,dest_lat,dest_long,mag
814,1748,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,33889.0
820,1749,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,157.0
821,1749,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,38871.0
826,1750,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,391.0
827,1750,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,511.0
828,1750,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,39267.0
831,1750,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,348.0
833,1751,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,497.0
834,1751,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,196.0
835,1751,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,39515.0
836,1751,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,63.0
840,1752,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,767.0
841,1752,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,655.0
842,1752,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,45782.0
843,1752,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,56.0
845,1752,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,268.0
847,1753,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,786.0
848,1753,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,580.0
849,1753,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,41176.0
852,1753,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,244.0
854,1754,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,804.0
855,1754,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,505.0
856,1754,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,36570.0
859,1754,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,220.0
861,1755,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,693.0
862,1755,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,663.0
863,1755,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,32051.0
866,1755,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,168.0
868,1756,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,428.0
869,1756,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,211.0
870,1756,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,11063.0
875,1757,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,734.0
876,1757,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,437.0
877,1757,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,31999.0
882,1758,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1039.0
883,1758,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,662.0
884,1758,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,52934.0
889,1759,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,812.0
890,1759,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,524.0
891,1759,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,49205.0
896,1760,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,584.0
897,1760,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,386.0
898,1760,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,45475.0
903,1761,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,357.0
904,1761,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,248.0
905,1761,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,41746.0
910,1762,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,177.0
911,1762,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,1077.0
912,1762,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,55130.0
917,1763,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,488.0
918,1763,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,1216.0
919,1763,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,22214.0
924,1764,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1829.0
925,1764,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,928.0
926,1764,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,35298.0
931,1765,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1707.0
932,1765,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,2289.0
933,1765,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,34071.0
936,1765,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,2679.0
938,1766,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,2423.0
939,1766,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,831.0
940,1766,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,51035.0
941,1766,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,112.0
943,1766,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,1539.0
945,1767,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,2209.0
946,1767,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,1705.0
947,1767,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,69029.0
948,1767,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,220.0
950,1767,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,2421.0
952,1768,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1994.0
953,1768,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,2579.0
954,1768,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,87023.0
955,1768,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,327.0
957,1768,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,3303.0
959,1769,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1780.0
960,1769,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,3452.0
961,1769,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,105018.0
962,1769,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,435.0
964,1769,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,4184.0
966,1770,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1565.0
967,1770,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,4326.0
968,1770,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,123012.0
969,1770,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,542.0
971,1770,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,5066.0
973,1771,SPOTCL,38.806778,-77.038591,WI,18.454682,-66.568537,1351.0
974,1771,SPOTCL,38.806778,-77.038591,NA,37.010304,-75.992569,5200.0
975,1771,SPOTCL,38.806778,-77.038591,GB,50.336431,-4.171482,141006.0
976,1771,SPOTCL,38.806778,-77.038591,IRE,53.255137,-9.047014,650.0
978,1771,SPOTCL,38.806778,-77.038591,SEU,36.07881,-5.423534,5948.0
980,1743,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,2237.0
981,1743,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,551.0
982,1743,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,35052.0
985,1743,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,208.0
987,1744,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,1389.0
988,1744,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,250.0
989,1744,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,22829.0
994,1745,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,1363.0
996,1745,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,13886.0
999,1745,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,23.0
1001,1746,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,1172.0
1002,1746,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,159.0
1003,1746,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,23033.0
1008,1760,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,10600.0
1009,1760,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1326.0
1010,1760,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,39363.0
1015,1761,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,11963.0
1016,1761,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1951.0
1017,1761,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,33632.0
1022,1762,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,8725.0
1023,1762,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1130.0
1024,1762,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,16135.0
1025,1762,OXFOCL,38.6865,-76.1716,IRE,53.255137,-9.047014,658.0
1029,1763,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,7725.0
1030,1763,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1857.0
1031,1763,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,35652.0
1032,1763,OXFOCL,38.6865,-76.1716,IRE,53.255137,-9.047014,331.0
1034,1763,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,536.0
1036,1764,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,3597.0
1037,1764,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,3094.0
1038,1764,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,18619.0
1041,1764,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,2284.0
1043,1765,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,3178.0
1044,1765,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2013.0
1045,1765,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,18616.0
1046,1765,OXFOCL,38.6865,-76.1716,IRE,53.255137,-9.047014,684.0
1048,1765,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,4282.0
1050,1766,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,2903.0
1051,1766,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2793.0
1052,1766,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,13705.0
1055,1766,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,4786.0
1057,1767,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,2644.0
1058,1767,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2350.0
1059,1767,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,17974.0
1062,1767,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,6865.0
1064,1768,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,3717.0
1065,1768,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2261.0
1066,1768,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,21381.0
1069,1768,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,6057.0
1071,1769,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,6870.0
1072,1769,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2779.0
1073,1769,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,32174.0
1076,1769,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,4326.0
1078,1770,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,5554.0
1079,1770,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,2580.0
1080,1770,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,41628.0
1083,1770,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,7411.0
1085,1771,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,3792.0
1086,1771,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1387.0
1087,1771,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,54536.0
1088,1771,OXFOCL,38.6865,-76.1716,IRE,53.255137,-9.047014,372.0
1090,1771,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,293.0
1092,1772,OXFOCL,38.6865,-76.1716,WI,18.454682,-66.568537,1936.0
1093,1772,OXFOCL,38.6865,-76.1716,NA,37.010304,-75.992569,1599.0
1094,1772,OXFOCL,38.6865,-76.1716,GB,50.336431,-4.171482,41264.0
1095,1772,OXFOCL,38.6865,-76.1716,IRE,53.255137,-9.047014,251.0
1097,1772,OXFOCL,38.6865,-76.1716,SEU,36.07881,-5.423534,1801.0
1099,1749,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,1947.0
1100,1749,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,6333.0
1101,1749,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,31869.0
1102,1749,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,68.0
1104,1749,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,1493.0
1106,1750,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,3324.0
1107,1750,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,3060.0
1108,1750,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,55128.0
1109,1750,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,10.0
1111,1750,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,2896.0
1113,1751,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,4233.0
1114,1751,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,1721.0
1115,1751,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,54196.0
1116,1751,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,8.0
1118,1751,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,515.0
1120,1752,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,8161.0
1121,1752,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,2465.0
1122,1752,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,53996.0
1123,1752,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,184.0
1124,1752,ANNACL,38.9784,-76.4922,NEU,52.0454444,4.554993,750.0
1125,1752,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,1260.0
1127,1753,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,4859.0
1128,1753,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,1275.0
1129,1753,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,17376.0
1130,1753,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,98.0
1132,1753,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,8360.0
1134,1754,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,5095.0
1135,1754,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,1898.0
1136,1754,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,47738.0
1137,1754,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,547.0
1139,1754,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,1466.0
1141,1755,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,5448.0
1142,1755,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,4337.0
1143,1755,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,31933.0
1144,1755,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,620.0
1146,1755,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,533.0
1148,1756,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,4411.0
1149,1756,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,7694.0
1150,1756,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,17709.0
1151,1756,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,204.0
1153,1756,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,553.0
1155,1758,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,5633.0
1156,1758,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,13552.0
1157,1758,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,46594.0
1158,1758,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,24.0
1160,1758,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,1196.0
1162,1761,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,10683.0
1163,1761,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,14114.0
1164,1761,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,63408.0
1165,1761,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,1337.0
1167,1761,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,845.0
1169,1763,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,15308.0
1170,1763,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,4858.0
1171,1763,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,48071.0
1172,1763,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,501.0
1173,1763,ANNACL,38.9784,-76.4922,NEU,52.0454444,4.554993,158.0
1174,1763,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,1420.0
1176,1764,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,14009.0
1177,1764,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,3533.0
1178,1764,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,39224.0
1179,1764,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,536.0
1181,1764,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,9968.0
1183,1765,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,14455.0
1184,1765,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,6778.0
1185,1765,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,41644.0
1186,1765,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,6595.0
1188,1765,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,11514.0
1190,1766,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,8780.0
1191,1766,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,8934.0
1192,1766,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,43700.0
1193,1766,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,3067.0
1195,1766,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,19063.0
1197,1767,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,9718.0
1198,1767,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,5317.0
1199,1767,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,57183.0
1200,1767,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,7164.0
1202,1767,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,27031.0
1204,1768,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,7776.0
1205,1768,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,4718.0
1206,1768,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,51131.0
1207,1768,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,3182.0
1209,1768,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,32934.0
1211,1769,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,14903.0
1212,1769,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,7238.0
1213,1769,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,56057.0
1214,1769,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,23218.0
1216,1769,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,56297.0
1218,1770,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,18709.0
1219,1770,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,6892.0
1220,1770,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,67956.0
1221,1770,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,36368.0
1223,1770,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,50245.0
1225,1771,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,14451.0
1226,1771,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,13762.0
1227,1771,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,123186.0
1228,1771,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,36753.0
1230,1771,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,23980.0
1232,1772,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,17437.0
1233,1772,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,18078.0
1234,1772,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,93559.0
1235,1772,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,9129.0
1237,1772,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,42429.0
1239,1773,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,21873.0
1240,1773,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,28830.0
1241,1773,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,95665.0
1242,1773,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,114.0
1244,1773,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,43422.0
1246,1774,ANNACL,38.9784,-76.4922,WI,18.454682,-66.568537,19397.0
1247,1774,ANNACL,38.9784,-76.4922,NA,37.010304,-75.992569,39450.0
1248,1774,ANNACL,38.9784,-76.4922,GB,50.336431,-4.171482,82079.0
1249,1774,ANNACL,38.9784,-76.4922,IRE,53.255137,-9.047014,19499.0
1251,1774,ANNACL,38.9784,-76.4922,SEU,36.07881,-5.423534,106086.0
1253,1725,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,4193.0
1254,1725,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,3210.0
1255,1725,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,19144.0
1258,1725,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,556.0
1260,1726,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,5395.0
1261,1726,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,3540.0
1262,1726,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,24094.0
1265,1726,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,882.0
1267,1727,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,8149.0
1268,1727,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,3142.0
1269,1727,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,20459.0
1272,1727,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,582.0
1274,1728,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,7862.0
1275,1728,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,3024.0
1276,1728,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,20918.0
1279,1728,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,752.0
1281,1729,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,7576.0
1282,1729,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2907.0
1283,1729,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,21376.0
1286,1729,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,922.0
1288,1730,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,7289.0
1289,1730,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2789.0
1290,1730,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,21835.0
1293,1730,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1092.0
1295,1731,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,12157.0
1296,1731,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,3570.0
1297,1731,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,10663.0
1300,1731,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1272.0
1302,1732,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,10878.0
1303,1732,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2827.0
1304,1732,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,9589.0
1307,1732,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1332.0
1309,1733,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,9599.0
1310,1733,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2084.0
1311,1733,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,8514.0
1314,1733,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1392.0
1316,1734,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,14587.0
1317,1734,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,6466.0
1318,1734,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,9245.0
1321,1734,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1618.0
1323,1735,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,11766.0
1324,1735,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,4306.0
1325,1735,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,6348.0
1326,1735,JRLOCL,36.965488,-76.418778,IRE,53.255137,-9.047014,3.0
1328,1735,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1917.0
1330,1736,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,8945.0
1331,1736,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2146.0
1332,1736,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,3451.0
1333,1736,JRLOCL,36.965488,-76.418778,IRE,53.255137,-9.047014,6.0
1335,1736,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,2216.0
1336,1736,JRLOCL,36.965488,-76.418778,AFR,14.654141,-17.090822,1.0
1337,1737,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,7916.0
1338,1737,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,2990.0
1339,1737,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,4091.0
1340,1737,JRLOCL,36.965488,-76.418778,IRE,53.255137,-9.047014,45.0
1342,1737,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,1634.0
1344,1738,JRLOCL,36.965488,-76.418778,WI,18.454682,-66.568537,9728.0
1345,1738,JRLOCL,36.965488,-76.418778,NA,37.010304,-75.992569,4464.0
1346,1738,JRLOCL,36.965488,-76.418778,GB,50.336431,-4.171482,5787.0
1347,1738,JRLOCL,36.965488,-76.418778,IRE,53.255137,-9.047014,215.0
1349,1738,JRLOCL,36.965488,-76.418778,SEU,36.07881,-5.423534,2042.0
